CourseID,InstructorID,Semesters
618,202,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018"
618,183,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018"
618,241,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018"
618,237,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018"
618,191,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018"
618,240,Fall 2020
619,243,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
619,248,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
619,249,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
619,253,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
619,232,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
619,40,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018"
619,251,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
619,202,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Spring 2017,Fall 2016"
619,237,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017"
619,233,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018"
619,239,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
619,240,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014"
619,234,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011"
619,213,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
619,250,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020"
619,245,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015"
619,183,"Fall 2024,Spring 2024,Fall 2023,Spring 2023,Fall 2022,Spring 2022,Fall 2021,Spring 2021,Fall 2020,Spring 2020,Fall 2019,Spring 2019,Fall 2018,Spring 2018"
619,191,"Fall 2024,Spring 2024,Fall 2023,Spring 2023,Fall 2022,Spring 2022,Fall 2021,Spring 2021,Fall 2020,Spring 2020,Fall 2019,Spring 2019,Fall 2018,Spring 2018"
619,252,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
619,241,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018"
619,244,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018"
619,45,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014"
619,246,"Fall 2024,Summer 2024,Spring 2024,Fall 2023,Summer 2023,Spring 2023,Fall 2022,Summer 2022,Spring 2022,Fall 2021,Summer 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010"
619,235,Fall 2024
621,241,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018"
621,246,"Spring 2017,Spring 2016,Spring 2015"
622,253,"Spring 2023,Fall 2020,Fall 2019,Spring 2018,Spring 2016,Spring 2014,Fall 2011"
623,232,"Spring 2024,Spring 2023,Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Spring 2016"
623,253,"Spring 2022,Spring 2015,Spring 2013"
623,246,"Spring 2014,Spring 2012,Spring 2011"
624,248,"Spring 2022,Spring 2021,Spring 2020,Spring 2016,Spring 2013,Spring 2012,Spring 2010"
625,246,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2018"
626,253,"Spring 2023,Fall 2020,Fall 2019,Spring 2018,Spring 2016,Spring 2014,Fall 2011,Fall 2009"
627,249,"Spring 2024,Spring 2022,Fall 2019,Fall 2017,Fall 2015,Fall 2011,Fall 2010,Fall 2009"
629,245,"Fall 2024,Spring 2024,Fall 2023,Spring 2023"
629,239,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019"
629,234,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019"
629,232,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019"
629,249,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019"
629,253,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019"
629,235,Fall 2024
629,248,Fall 2024
629,244,Fall 2024
629,233,Fall 2024
629,45,Fall 2024
629,243,Fall 2024
629,252,"Fall 2022,Spring 2022,Fall 2021,Spring 2021,Fall 2020,Spring 2020,Fall 2019,Spring 2019,Fall 2018,Spring 2018,Fall 2017,Spring 2017,Fall 2016"
630,244,Fall 2024
631,232,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
631,239,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
631,243,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
631,24,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
631,247,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
631,248,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
631,249,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
631,251,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
631,252,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
631,253,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
631,246,"Fall 2020,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012,Fall 2011,Fall 2010"
632,232,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
632,239,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
632,243,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
632,24,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
632,247,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
632,248,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
632,249,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
632,251,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
632,252,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
632,253,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014,Fall 2013,Summer 2013,Spring 2013,Fall 2012,Summer 2012,Spring 2012,Fall 2011,Summer 2011,Spring 2011,Fall 2010,Summer 2010,Spring 2010,Fall 2009"
632,240,"Summer 2024,Summer 2023,Summer 2022,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Summer 2019,Spring 2019,Fall 2018,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2016,Fall 2015,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Spring 2014"
632,246,"Fall 2020,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012,Fall 2011,Fall 2010"
633,244,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020"
635,234,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2017,Spring 2016"
635,232,"Spring 2018,Spring 2015"
636,40,"Fall 2023,Fall 2020"
636,45,"Fall 2022,Fall 2021,Fall 2020"
636,245,Summer 2021
636,239,"Spring 2013,Spring 2012"
637,232,"Fall 2024,Fall 2020,Fall 2019,Fall 2018,Fall 2016,Fall 2015,Fall 2012,Fall 2011,Fall 2010,Spring 2010"
637,244,"Fall 2023,Fall 2022,Fall 2021"
637,252,Fall 2017
637,213,Fall 2014
638,232,"Fall 2023,Fall 2014,Spring 2011"
639,232,"Spring 2013,Spring 2012"
640,248,"Spring 2023,Spring 2021,Fall 2018,Fall 2016"
641,239,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020"
642,243,"Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Spring 2016"
643,252,"Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Spring 2016,Spring 2014,Spring 2012"
644,248,"Spring 2024,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012,Spring 2012,Fall 2010,Fall 2009"
644,252,"Fall 2021,Fall 2020"
644,40,Fall 2018
644,213,Fall 2014
645,241,"Fall 2023,Fall 2021,Fall 2020"
645,248,Fall 2017
646,234,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2017,Spring 2016"
646,232,"Spring 2018,Spring 2015"
647,248,"Fall 2020,Spring 2020,Fall 2019,Spring 2019,Fall 2018,Spring 2018,Fall 2017,Spring 2017,Fall 2016"
648,239,"Fall 2019,Fall 2011"
648,45,Spring 2019
648,253,Fall 2018
648,251,Spring 2018
648,248,"Spring 2016,Spring 2015,Fall 2014,Spring 2014,Spring 2013,Spring 2012,Spring 2011,Fall 2010,Fall 2009"
648,243,Fall 2015
649,248,"Fall 2020,Spring 2020,Fall 2019,Spring 2019,Fall 2018,Spring 2018,Fall 2017,Spring 2017,Fall 2016"
650,252,"Fall 2014,Fall 2012"
652,239,"Fall 2024,Fall 2023"
652,253,"Fall 2022,Fall 2021,Spring 2021,Fall 2020,Spring 2020,Spring 2019,Spring 2018,Spring 2016,Spring 2015,Spring 2014,Spring 2013,Spring 2012,Spring 2011,Fall 2009"
652,252,Spring 2017
653,248,Spring 2019
653,243,"Fall 2017,Fall 2016"
655,243,"Fall 2024,Spring 2023,Spring 2022,Fall 2014,Fall 2013,Spring 2013,Spring 2012,Spring 2010,Fall 2009"
655,234,"Fall 2024,Spring 2024,Fall 2022,Fall 2021,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Spring 2015,Spring 2014"
655,245,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Summer 2020,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Spring 2016"
655,233,"Spring 2024,Fall 2022,Spring 2022,Fall 2021,Fall 2020,Fall 2018"
655,40,"Spring 2024,Spring 2023,Spring 2021,Spring 2020"
655,45,Fall 2023
655,202,Fall 2023
