ID,Department,Number,Name,Description
639,MSE,4210,Materials Processing,"This course examines the fundamental principles of physics, chemistry, materials science, and manufacturing which underlie the making, shaping, and fabrication of engineering components from casting and deformation processing (e.g. rolling, extrusion, forging) of metals, to powder processing of metals and ceramics, to polymer injection molding, to thin-film processing and lithography relevant to microelectronic circuit fabrication. Prerequisite: MSE 3070 or Instructor Permission window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
640,MSE,7220,Surface Science,"Analyzes the structure and thermodynamics of surfaces, with particular emphasis on the factors controlling chemical reactivity of surfaces; adsorption, catalysis, oxidation, and corrosion are considered from both theoretical and experimental viewpoints. Modern surface analytical techniques, such as Auger, ESCA, and SIMS are considered. Prerequisite: Instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
641,MSE,2101,Materials Science Investigations: Properties,"The properties of any material help determine its ultimate usefulness to society. We can modify and manipulate properties by processing materials in different ways to control their structure. This class will examine mechanical, electrical and thermal properties of materials-what they mean, how they depend on structure, how to measure them, how to change them, and how to analyze the measurements. The course includes both a lecture and a lab. MSE 2090 required as a pre- or co-requisite. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
642,MSE,2010,Materials That Shape Our Civilization,"To introduce the issues surrounding long-term sustainability with respect to materials, including scarcity, recycling, climate change, and environmental stress on water resources, land resources and pollution. Scope of the issue at the present day will be discussed and projections of the effects of current patterns of material production, consumption, and recycling will be described. Methods of analysis will be developed. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
643,MSE,6080,Chemical and Electrochemical Properties,"Introduces the concepts of electrode potential, double layer theory, surface charge, and electrode kinetics. These concepts are applied to subjects that include corrosion and embrittlement, energy conversion, batteries and fuel cells, electro-catalysis, electroanalysis, electrochemical industrial processes, bioelectrochemistry, and water treatment. Prerequisite: Physical chemistry course or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
644,MSE,4055,Nanoscale Science & Technology,"The course introduces the basics of materials interactions with electric and magnetic fields, including electromagnetic radiation. It describes the classes of materials that exhibit useful electronic, optical, and magnetic properties. Particular attention will be devoted to the intrinsic (structure, chemistry) and extrinsic (processing, microstructure) material features that determine these properties. Prerequisite: PHYS 2415 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
645,MSE,7140,Physics of Materials,"This course covers the physical principles governing the elastic, thermal, electronic, and optical properties of materials via a fundamental approach integrating materials science with concepts in solid state physics. Special attention is given to the nature of the crystalline state and wave-particle diffraction with a strong emphasis on the reciprocal lattice, tensor, and Brillouin Zone concepts. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
646,MSE,4320,Origins of Mechanical Behavior,"Explores the microstructural origins of material deformation and fracture in response to mechanical loading. Deformation and creep are understood based on elasticity theory and dislocation concepts. Fatigue and fracture are understood based on continuum fracture mechanics and microstructural damage mechanisms. Prerequisite: MSE 3060 window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
647,EP,8970,Graduate Teaching Instruction,"For master's students. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
648,EP,7000,Graduate Seminar,"Weekly seminars for graduate students in Engineering Physics offered every semester. All resident EP graduate students enroll each semester. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
649,EP,9970,Graduate Teaching Instruction,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
650,MSE,6140,Magnetism and Magnetic Materials,"Fundamental course on the principles governing the behavior of modern magnetic materials employed in technology from transformer materials to permanent magnets and magnetic recording media including such new areas as nanomagnetism. The approach integrates the basic physics of magnetism with the materials science paradigm of processing-structure-properties-performance. The subject matter is developed at a level to enable students to understand magnetism and magnetic materials at the forefront of the field and to readily read the current research and technological literature. Prerequisite: Instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
651,MSE,7130,Advanced Electron Microscopy,"Emphasis placed on the applications of advanced techniques of transmission and scanning electron microscopy to modern research problems in materials science and engineering. Microdiffraction and microanalysis, lattice imaging, and convergent beam diffraction in TEM and STEM are treated. In SEM, quantitative probe analysis techniques and back scattered electron imaging and channeling are covered. Prerequisite: MSE 6130 or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
652,MSE,3050,Thermodynamics and Kinetics of Materials,"The field of Materials Science drives technological innovations underlying all engineering fields. This course provides a scientific foundation to promote a rigorous understanding of materials from an atomistic to macroscopic viewpoint. Material systems (polymers, metals, ceramics, and electronic) are developed sequentially to provide a framework to explain the fundamental, physical origins of observable and important macro scale properties. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
653,MSE,7592,Advanced Topics in Materials Science,"An advanced level study of special topics related to developments in materials science. Prerequisite: Instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
654,EP,7592,Special Topics in Engineering Physics,"Advanced-level study of selected problems in engineering physics. Prerequisite: instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
655,MSE,2090,Introduction to the Science and Engineering of Materials,"The field of Materials Science drives technological innovations underlying all engineering fields. This course provides a scientific foundation to promote a rigorous understanding of materials from an atomistic to macroscopic viewpoint. Material systems (polymers, metals, ceramics, and electronic) are developed sequentially to provide a framework to explain the fundamental, physical origins of observable and important macro scale properties. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
656,MSE,6050,Structure and Properties of Materials I,"This is the first of a sequence of two basic courses for first-year graduate students or qualified undergraduate students. Topics include atomic bonding, crystal structure, and crystal defects in their relationship to properties and behavior of materials (polymers, metals, and ceramics); phase equilibria and non-equilibrium phase transformation; metastable structures; solidification; and recrystallization. Prerequisite: Instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
657,MSE,6310,Nanomaterials,"Introduces relevant concepts governing the synthesis, science, and engineering of nanomaterials. Course modules cover the fundamental scientific principles controlling assembly of nanostructured materials; the types of nanomaterials that are extant; synthesis, measurement and computational tools; new properties at the nanoscale, and existing and emerging applications of nanomaterials. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
658,STS,2101,Social Foundations Engineering,"STS 2101 examines the relationships of engineering, technology, and society, with a specific focus on the multiple forms of expertise required for socially responsible engineering practice and career advancement, including (1) sociotechnical systems thinking, (2) ethical awareness, and (3) the ability to communicate and collaborate with a wide range of stakeholders in both formal and informal settings. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
659,STS,2600,Engineering Ethics,"The mission of UVA - SEAS is ""to make the world a better place by creating and disseminating knowledge and by preparing engineering leaders to solve global challenges."" In alignment with that mission, this course seeks to equip undergraduates with knowledge, understanding, and practice to prepare them for ethical leadership now, as students, and for their future as engineering leaders. Prerequisite 2nd, 3rd, or 4th year Engineering student window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
660,STS,2620,Science and Technology Public Policy,"Examines the development of public policies aimed at promoting and regulating science and technology. Topics include historical evolution of the federal government's involvement in science policy; the players, organizations, and agencies who make science policy; the reasons the government funds the research it does; how science and technology is regulated by the government. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
661,STS,3020,Science and Technology Policy for Interns,"This Socratic course prepares undergrads for internships in science, engineering and technology (SET) in Washington, DC. A core objective is to increase knowledge, oral and written skills for assessing SET and their impacts on public policy. Engineering students accepted into the SEAS Policy Internship Program in Science and Technology must take the course. Students from Batten School, the College and other schools are also welcome to enroll. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
662,STS,3300,STS Research Methods,"Development of knowledge and skills needed to conduct qualitative research. Grounded in science and technology studies (STS), feminism, anthropology, and ethnic studies, students will engage questions of authority, representation, critical consciousness, and power. Lays the intellectual groundwork for students to use research methods as tools for catalyzing reflexivity in scientific and technological disciplines. Prerequisite: STS 2101 or receive permission from the instructor. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
663,STS,4500,STS and Engineering Practice,"This course engages students with the idea that success in posing and solving engineering problems requires attention to the social dimensions of professional endeavors and practice. STS theories and methods are applied to student thesis projects. Students produce a prospectus for the undregraduate thesis project. Students must be in residence to take this course. Students are not permitted to take STS 4500 and STS 4600 simultaneously. Prereq: STS 2600 and STS 2000 or STS 3000 level (or writing requirement equivalent) course. 4th Year Engineering or by instructor permission for early graduation. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
664,STS,2500,Science and Technology in Social and Global Context,"This course invites students to explore the implications of STS core concepts within a specific topical or disciplinary area. The course explores the social and global context of engineering, science and technology. Although writing and speaking skills are emphasized, more attention is given to course content and the students' analytical abilities. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
665,STS,2760,Technology and Policy: Where Intent Meets Process,"In this course, we will explore four case studies illustrative of the potential disharmony between intent and process. In each case, the action is a public policy initiative with scientific or technological dimensions, where good intentions either led to unwelcome collateral consequences, or the process of implementation failed to fulfill the intent of the policy. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
666,STS,4600,"The Engineer, Ethics, and Professional Responsibility","This course focuses on ethical issues in engineering. The key theme is that ethics is central to engineering practice. The professional responsibilities of engineers are examined. Students produce an STS Research paper linked to their technical thesis project and complete all of the requirements for the undergraduate thesis. Students must be in residence to take this course. Students are not permitted to take STS 4500 and STS 4600 simultaneously. Prerequisites: STS 4500. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
667,STS,2830,Innovation and New Ventures,"An introduction to concepts innovators use to solve problems and create value by addressing unmet needs. Learn how to identify and evaluate opportunities and use proven entrepreneurial frameworks to create new products and businesses for companies of all sizes. Through class activities, projects, and presentations you will learn how storytelling, teamwork, and leadership skills are essential for starting, funding, and building your business. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
668,STS,2850,Government and Entrepreneurship,"The course explores government contracting, how the government procures products and services, and opportunities created through government regulation. Pre-requisite: STS 1500 or ENGR 1020 or ENGR 2595-Engineering Foundations II. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
669,STS,4810,New Product Development,"This course will help students understand the fundamentals of product management and how it applies to the product development lifecycle. Students will analyze cases covering different phases of the product development lifecycle, build technical and professional skills, and practice soft skills which are essential for success in the world of product. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
670,STS,1500,"Science, Technology, and Contemporary Issues","This course introduces students to contemporary issues involving science, technology, and engineering as well as the core ideas of STS. Emphasis is on three ideas: a) engineering is a social endeavor; b) technology shapes and is shaped by society; and c) technologies are sociotechnical systems. The course also teaches writing and public speaking, skills needed in engineering. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
671,STS,2730,Engineers & the Art of the Deal,"This course will not only teach the key components of doing a transaction but also the skills necessary to negotiate effectively. The class will be interactive . Various case studies involving technology transactions will be analyzed and discussed. A reasonable amount of assigned reading and project work will be required. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
672,STS,3210,The Global Context of Clean Energy Materials,"Clean energy (CE) systems require far more minerals than their fossil fuel-based counterparts, minerals sourced, refined, and disposed of globally. The course examines which minerals are needed for the CE transition and why. It considers social, economic, and environmental sustainability challenges from use of these materials and highlights the sociotechnical reality of sustainability, i.e., Success depends upon social and technical advance. 3rd year standing or instructor permission window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
673,STS,1501,Special Topics in Engineering & Society,"Student led special topic courses which vary by semester. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
674,STS,6592,Special Topics in Engineering and Sociotechnical Systems,"The purpose of these courses is to address and discuss the sociotechnical systems of engineering, and how engineering impacts diversity, equity, and inclusion. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
675,STS,2830,Startup Operations for Entrepreneurs,"An introduction to concepts innovators use to solve problems and create value by addressing unmet needs. Learn how to identify and evaluate opportunities and use proven entrepreneurial frameworks to create new products and businesses for companies of all sizes. Through class activities, projects, and presentations you will learn how storytelling, teamwork, and leadership skills are essential for starting, funding, and building your business. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
676,STS,2993,Independent Study: Technology and Society,"Special tutorial with a topic declared in advance. Limited to undergraduate SEAS students with third- or fourth-year standing. Not to substitute for STS 4500, 4600. The topic, work plan, and conditions are arranged by contract between instructor and student and approved by the department chair, with a copy to be filed in the department office. Admittance at the discretion of the professor. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
677,STS,3500,Advanced Topics in Technology and Society,"Specific topics vary. Advanced level examination of the relationships among science, technology and society. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
678,STS,5500,Topics in Technology and Society,"A first-level graduate/advanced undergraduate course relates technology or engineering to the broader culture. The specific subject will differ from time to time. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
679,STS,2070,Utopias and the Technological Society,"From Wheelchairs, to Prozac, to Closed Captions, to depictions in Media, disabled people interface with technology in many ways. These ways are not always beneficial to disabled people, and they are often left out of the conversations about how to design, build and implement these technologies. In this course, students will investigate these relationships, learning from disabled people themselves about their experiences with technology. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
680,STS,5993,Independent Study: Technology and Society,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
681,STS,1800,Business Fundamentals for Engineers,"This course introduces students to key business topics relevant to high technology companies. Students will learn how to understand and interpret financial statements and frame financial decisions, including building a business case. The course will explore typical organizational structures and the roles of business functions. Students will be introduced to business models and other concepts in marketing and business strategy. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
682,STS,2840,Entrepreneurial Finance,"Examines the development of public policies aimed at promoting and regulating science and technology. Topics include historical evolution of the federal government's involvement in science policy; the players, organizations, and agencies who make science policy; the reasons the government funds the research it does; how science and technology is regulated by the government. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
683,STS,2740,Earth Systems Technology and Management,"Introduces students to earth systems technology and management, and related concepts such as industrial ecology (the objective, multidisciplinary study of industrial and economic systems and their linkages with fundamental natural systems). The requirements of this course include regular and prepared participation in class and discussions, two semester projects, homework as assigned, and substantial reading and analysis of case studies and articles. Additionally, students will become familiar with design methodologies, and apply those methodologies to case studies as part of a class project. Prerequisite: STS 1500 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
684,STS,1499,Introduction to Technical Communications for Non-Native Speakers,"Instruction in communication for students whose first language is not English. Specialized instruction in academic/content area communication as well as personal expression in a variety of settings will enable students to complete academic programs in a more efficient and timely manner. After completion of this course, students must complete STS 1500 by the end of their first year of residency in SEAS. May be counted as an unrestricted elective. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
685,STS,5200,Technical Writing& Professional Communication for Engineering Grad Students,"This course teaches ESL graduate students in engineering to communicate effectively with a wide variety of specialized and non-specialized audiences and will provide ESL-specific help with grammar, vocabulary, and pronunciation in these different contexts. In addition, this course introduces engineering graduate students to the expectations of writing in the workplace and academic writing conventions in their discipline. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
686,STS,5610,Knowledge Entrepreneurship: Launching Your Career in Engineering Research,"This course introduces new graduate students to engineering research providing them with an intellectual framework which will help them to succeed as innovators and leaders. Students will understand the process and skills needed to successfully launch their research, develop their communication skills and map out their education and long-term career goals. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
687,STS,3580,Special Topics for Engineering Entrepreneurship,"This course will cover various topics in engineering entrepreneurship. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
688,STS,6610,Technology Innovation: From Discovery to Product Concept,"This course is designed to teach reading/writing/ speaking/ listening skills required for success in technical communication for graduate students whose first language is not English, and scored less than 50 on the SPEAK Test. Specialized instruction in academic/content area writing as well as personal expression in a variety of settings will enable students to complete academic programs in a more efficient and timely manner. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
689,STS,2810,Introduction to Technology Entrepreneurship,"Learn the fundamental issues related to starting a technology-based venture. Examine the different concepts of entrepreneurship and review cases of engineer-entrepreneurs. Explore how technology-based solutions solve economic and social world problems. Students will give several presentations and work in teams to develop a new product through patent application and business. This course is suitable for non-engineering students. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
690,STS,4580,Special Topics for Engineering Entrepreneurship,"This course will cover various topics in engineering entrepreneurship. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
691,STS,5600,Responsible Conduct of Research,"Responsible conduct of research is defined as ""the practice of scientific investigation with integrity. It involves the awareness and application of established professional norms and ethical principles in the performance of all activities related to scientific research."" (NIH) This course will follow the NIS recommended format of substantial face-to-face discussions, with case studies being used as the primary focus of these conversations. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
692,STS,6993,Topics in Socio-Technical-Natural Systems,"Responsible conduct of research is defined as ""the practice of scientific investigation with integrity. It involves the awareness and application of established professional norms and ethical principles in the performance of all activities related to scientific research."" (NIH) This course will follow the NIS recommended format of substantial face-to-face discussions, with case studies being used as the primary focus of these conversations. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
693,STS,4993,Open Science,"Students in this independent study work with the Center for Open Science learning how to develop tools that scaffold sharing in science, and considering the broader implications of the Center and its work. Prerequisite: Permission of instructor window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
694,STS,2860,"Intellectual Property, Engineering, and Society","Introduces the fundamentals and history of U.S. copyright and patent law and examines its impact on technological innovation, technological creativity, business strategy, public welfare in the U.S. and developing nations, and global competitiveness. Prerequisites: STS 1500 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
695,STS,1000,Introduction to Technical Communications for Non-Native Speakers,"Instruction in communication for students whose first language is not English. Specialized instruction in academic/content area communication as well as personal expression in a variety of settings will enable students to complete academic programs in a more efficient and timely manner. After completion of STS 1000, students must complete STS 1500 by the end of their first year of residency in the SEAS. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
696,STS,2071,American Power and Energies - A History of the United States,"This course introduces students to contemporary issues involving science, technology, and engineering as well as the core ideas of STS. Emphasis is on three ideas: a) engineering is a social endeavor; b) technology shapes and is shaped by society; and c) technologies are sociotechnical systems. The course also teaches writing and public speaking, skills needed in engineering. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
697,STS,2140,Earth Systems Technology and Management,"Introduces students to earth systems technology and management, and related concepts such as industrial ecology (the objective, multidisciplinary study of industrial and economic systems and their linkages with fundamental natural systems).Â The requirements of this course include regular and prepared participation in class and discussions, two semester projects, homework as assigned, and substantial reading and analysis of case studies and articles.Â Additionally, students will become familiar with design methodologies, and apply those methodologies to case studies as part of a class project.Â Prerequisite: STS 1500 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
698,STS,2160,"Intellectual Property, Engineering, and Society","Introduces the fundamentals and history of U.S. copyright and patent law and examines its impact on technological innovation, technological creativity, business strategy, public welfare in the U.S. and developing nations, and global competitiveness. Prerequisites: STS 1500 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
699,STS,4110,The Business of New Product Development,"Special tutorial with a topic declared in advance. Limited to undergraduate SEAS students with third- or fourth-year standing. Not to substitute for STS 4500, 4600. The topic, work plan, and conditions are arranged by contract between instructor and student and approved by the department chair, with a copy to be filed in the department office. Admittance at the discretion of the professor. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
700,STS,3110,Societal Dimensions of Nanotechnology,"Students will explore the societal dimensions of a new technology through a combination of readings and discussions and a simulation of nanotechnology policy. Students should have an interest in the management of nanotechnology and other emerging technologies, including how these technologies might transform our ways of living and even ourselves. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
701,EBUS,1800,Business Fundamentals,"This course introduces students to key business topics relevant to high technology companies. Students will learn how to understand and interpret financial statements and frame financial decisions, including building a business case. The course will explore typical organizational structures and the roles of business functions. Students will be introduced to business models and other concepts in marketing and business strategy. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
702,SYS,2001,Case Studies in Systems Engineering Concepts,"Major dimensions of systems engineering will be covered and demonstrated through case studies: (1) The history, philosophy, art, and science upon which systems engineering is grounded; including system thinking and guiding principles and steps in the `systems engineering approach¿ to problem solving; and (2) The basic tools of systems engineering analysis, including; goal definition and system representation, requirements analysis, system assessment and evaluation, mathematical modeling, and decision analysis. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
703,SYS,3021,Deterministic Decision Models,"Introduction to deterministic optimization models: theory, algorithms, and applications. Coverage begins with highly structured network optimization models and ends with unstructured linear optimization models. Applications include (1) telecommunications network planning and design, (2) design and utilization of transportation and distribution networks, and (3) project management and scheduling. Corequisite: SYS 2001 and APMA 3080. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
704,SYS,3023,Human Machine Interface,"An introduction to the fundamentals for the analysis, design and evaluation of human-centered systems. For example, user interaction can be designed to leverage the strengths of people in controlling automation and analyzing data. Course topics include Task, User and Work Domain Analysis, User Interface Design Principles, Human Cognition and Information Processing (Top-Down Design), Human Perception (Bottom-Up Design), and Usability Testing. Corequisite: SYS 2001. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
705,SYS,3055,Systems Engineering Design Colloquium I,"Focuses on the practice of systems engineering directly from current systems engineers. A variety of topics are covered by invited speakers from industry, government, and the academy. Discussions include engineering design projects, alternative career paths, graduate studies, professional development, and more immediate options with opportunities for summer internships and capstone projects. Prereq: 3rd Year standing in systems engineering. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
706,SYS,3501,Special Topics in Systems and Information Engineering,"A third-year level undergraduate course focused on a topic not normally covered in the course offerings. The topic usually reflects new developments in the systems and information engineering field. Offering is based on student and faculty interests. Prerequisites: Instructor Permission window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
707,SYS,4021,Linear Statistical Models,"This course shows how to use linear statistical models for analysis in engineering and science. The course emphasizes the use of regression models for description, prediction, and control in a variety of applications. Building on multiple regression, the course also covers principal component analysis, analysis of variance and covariance, logistic regression, time series methods, and clustering. Pre-requisites: CS 2100 or SYS 3501 - Programming for Information Engineering, APMA 3100, and APMA 3120 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
708,SYS,4044,Economics of Engineering Systems,"""This course is an introduction to the theory of the industrial organization (from a game-theoretic perspective) and its applications to industries with strong engineering content (electricity, telecommunications, software & hardware etc.) Topics include: congestion pricing in networks, pricing and efficiency in electricity markets, planned obsolescence in software development, """"network"""" effects and the dynamics of technology adoption etc. Prerequisites: ECON 2010 and a course in probability (either APMA 3100, APMA 3110, or Math 3100)."" window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
