paperID,title,url,abstract,publisher,source,yearPublished
1819,"IAHS Decade on Predictions in Ungauged Basins (PUB), 2003–2012: Shaping an exciting future for the hydrological sciences",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vbNdSy0AAAAJ&citation_for_view=vbNdSy0AAAAJ:u-x6o8ySG0sC,"Les bassins versants de drainage de nombreuses régions du monde sont peu ou pas du tout jaugés, et dans certains cas les réseaux de mesures existants sont en déclin. Le problème est compliqué par les impacts des changements induits par l'homme aux surfaces continentales et au climat, changements qui se produisent au niveau local, régional ou global. Les prévisions pour des bassins peu ou pas jaugés dans ces conditions sont fortement incertaines. La décennie de l'AISH sur les prévisions sur les bassins non jaugés (PBNJ) est une nouvelle initiative lancée par l'Association Internationale des Sciences Hydrologiques. Elle a pour objectif de développer et de mettre en application des programmes scientifiques appropriés pour engager et activer la communauté scientifique, d'une façon coordonnée, vers la réalisation d'avancées majeures dans la capacité de faire des prévisions pour des bassins non …",Taylor & Francis Group,,2003
1820,Thriving on our changing planet: A decadal strategy for Earth observation from space,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vbNdSy0AAAAJ&citation_for_view=vbNdSy0AAAAJ:LXmCCkuhhTsC,"We live on a dynamic Earth shaped by both natural processes and the impacts of humans on their environment. It is in our collective interest to observe and understand our planet, and to predict future behavior to the extent possible, in order to effectively manage resources, successfully respond to threats from natural and human-induced environmental change, and capitalize on the opportunities â€"" social, economic, security, and more â€"" that such knowledge can bring. By continuously monitoring and exploring Earth, developing a deep understanding of its evolving behavior, and characterizing the processes that shape and reshape the environment in which we live, we not only advance knowledge and basic discovery about our planet, but we further develop the foundation upon which benefits to society are built. Thriving on Our Changing Planet presents prioritized science, applications, and observations, along with related strategic and programmatic guidance, to support the US civil space Earth observation program over the coming decade.",National Academies Press,,2019
1821,"Advancing process‐based watershed hydrological research using near‐surface geophysics: A vision for, and review of, electrical and magnetic geophysical methods",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vbNdSy0AAAAJ&citation_for_view=vbNdSy0AAAAJ:2osOgNQ5qMEC,"We want to develop a dialogue between geophysicists and hydrologists interested in synergistically advancing process based watershed research. We identify recent advances in geophysical instrumentation, and provide a vision for the use of electrical and magnetic geophysical instrumentation in watershed scale hydrology. The focus of the paper is to identify instrumentation that could significantly advance this vision for geophysics and hydrology during the next 3–5 years. We acknowledge that this is one of a number of possible ways forward and seek only to offer a relatively narrow and achievable vision. The vision focuses on the measurement of geological structure and identification of flow paths using electrical and magnetic methods. The paper identifies instruments, provides examples of their use, and describes how synergy between measurement and modelling could be achieved. Of specific interest are …","John Wiley & Sons, Ltd.",,2008
1822,Soil moisture remote sensing: State‐of‐the‐science,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vbNdSy0AAAAJ&citation_for_view=vbNdSy0AAAAJ:3s1wT3WcHBgC,"Core Ideas Satellites, particularly at L‐band frequency, can globally map near‐surface soil moisture. Near‐surface moisture is extended to the root zone using models and data assimilation. Validation uses core monitoring sites, monitoring networks, field campaigns, and multi‐satellite comparisons. Efforts are underway to associate soil moisture variability dynamics with land surface attributes. This is an update to the special section “Remote Sensing for Vadose Zone Hydrology—A Synthesis from the Vantage Point” [Vadose Zone Journal 12(3)]. Satellites (e.g., Soil Moisture Active Passive [SMAP] and Soil Moisture and Ocean Salinity [SMOS]) using passive microwave techniques, in particular at L‐band frequency, have shown good promise for global mapping of near‐surface (0–5‐cm) soil moisture at a spatial resolution of 25 to 40 km and temporal resolution of 2 to 3 d. C‐ and X‐band soil moisture records date …","The Soil Science Society of America, Inc.",,2017
1823,A novel soil moisture evaluation framework incorporating brightness temperature and a high-resolution 1 km summer brightness temperature dataset,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vbNdSy0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=vbNdSy0AAAAJ:oXKBmVzQOggC,"Accurate estimation of soil moisture (SM) is essential for various hydrological, meteorological, agricultural, and ecological applications. However, evaluating SM on a global scale remains challenging due to the limited availability of in-situ observations and the spatial heterogeneity of SM. Coarser resolution SM products, although beneficial for broader area coverage, often struggle to capture fine-scale variations influenced by local hydrological processes, land use, vegetation cover, and microclimates. To address these challenges, this study presents two contributions: a new 1 km brightness temperature (TB) dataset for the summer season and a two-step SM evaluation method. The 1 km TB dataset, developed by integrating SMAP’s 9 km SM product with radiative transfer modeling (RTM) and Mironov model, provides enhanced spatial resolution and is focused on areas where vegetation water content (VWC) is …",Taylor & Francis,,2025
1824,Witherspoon Lecture Presented by Lixin Wang,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vbNdSy0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=vbNdSy0AAAAJ:9o6PfxSMcEIC,,AGU,,2025
1825,Evaluating SMAP 400 m Soil Moisture Accuracy Across Diverse South Indian Micro-Watersheds: Insights from the REWARD Program,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vbNdSy0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=vbNdSy0AAAAJ:E2bRg1zSkIsC,,AGU,,2025
1826,"Advances in Remote Sensing, AI, and Modeling for Hydrology and the Terrestrial Water Cycle III Oral",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vbNdSy0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=vbNdSy0AAAAJ:wgKq3sYidysC,,AGU,,2025
1827,Walter B. Langbein Lecture Presented by Chris Soulsby,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=vbNdSy0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=vbNdSy0AAAAJ:3WNXLiBY60kC,,AGU,,2025
1828,Fe-based bulk metallic glasses with diameter thickness larger than one centimeter,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cVHCVr8AAAAJ&citation_for_view=cVHCVr8AAAAJ:u-x6o8ySG0sC,"Fe–Cr–Mo–(Y,Ln)–C–B bulk metallic glasses (Ln are lanthanides) with maximum diameter thicknesses reaching 12 mm have been obtained by casting. The high glass formability is attained despite a low reduced glass transition temperature of 0.58. The inclusion of Y/Ln is motivated by the idea that elements with large atomic sizes can destabilize the competing crystalline phase, enabling the amorphous phase to be formed. It is found that the role of Y/Ln as a fluxing agent is relatively small in terms of glass formability enhancement. The obtained bulk metallic glasses are non-ferromagnetic and exhibit high elastic moduli of approximately 180–200 GPa and microhardness of approximately 13 GPa.",Cambridge University Press,,2004
1829,Synthesis and properties of metallic glasses that contain aluminum,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cVHCVr8AAAAJ&citation_for_view=cVHCVr8AAAAJ:u5HHmVD_uO8C,The synthesis and properties of a class of metallic glasses containing up to 90 atomic percent aluminum are reported. The unusual formability of the glasses and their structural features are pointed out. Mechanical properties including tensile fracture strength and Young's modulus are reported along with crystallization temperatures. The unusually high strengths of the aluminum glasses can be of significant importance in obtaining high-strength low-density materials.,American Association for the Advancement of Science,,1988
1830,Recent developments in bulk thermoelectric materials,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cVHCVr8AAAAJ&citation_for_view=cVHCVr8AAAAJ:7eciy3tyNvQC,"Good thermoelectric materials possess low thermal conductivity while maximizing electric carrier transport. This article looks at various classes of materials to understand their behavior and determine methods to modify or “tune” them to optimize their thermoelectric properties. Whether it is the use of “rattlers” in cage structures such as skutterudites, or mixed-lattice atoms such as the complex half-Heusler alloys, the ability to manipulate the thermal conductivity of a material is essential in optimizing its properties for thermoelectric applications.",Cambridge Core,,2006
1831,Deformation-induced nanocrystal formation in shear bands of amorphous alloys,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cVHCVr8AAAAJ&citation_for_view=cVHCVr8AAAAJ:d1gkVwhDpl0C,"AMORPHOUS alloys formed by rapid solidification of a metallic melt are of considerable technological interest as high-strength materials1–8. As they are not in thermodynamic equilibrium, these materials tend to crystallize on heating9,10. A high degree of crystallization leads to embrittlement, but if it can be arrested when the crystallites are of only nanometre dimensions, the resulting amorphous–nanocrystalline composite actually has greater strength than the original amorphous material11. There is consequently much interest in understanding the mechanisms of crystallization. Previous studies have suggested that mechanical deformation can induce crystallization12–16. Here we report the direct observation of crystallization within the shear bands of aluminium-based amorphous alloys induced by bending. The crystals are face-centred cubic aluminium, 7–10 nm in diameter, and seem to form as a …",Nature Publishing Group UK,,1994
1832,Machine Learning Phase Classification of Thermoelectric Materials,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cVHCVr8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=cVHCVr8AAAAJ:gM-ZYMRJdBUC,"In this study, we employ a Support Vector Machine (SVM) model to efficiently classify the phases of thermoelectric (TE) alloys. While ab initio calculations and experiments have explored the phases of functional TE materials, the large variety of alloys makes these explorations time-consuming and expensive. Therefore, there is a critical need for time-efficient methods to accelerate the discovery and development of new TE materials. Recently, machine learning (ML) classification models have been applied to predict material phases, including those of multi-principal element alloys. Using an SVM to classify phases of TE alloys, our results demonstrate that the model achieves prediction accuracies ranging from 77% to 92%. Additionally, cross-validation across various TE phases is performed to demonstrate the model’s robustness in phase differentiation. This work offers a time-efficient computational approach to distinguish TE material phases, offering valuable insights that can aid in the evaluation and design of high-performance thermoelectric materials.",MDPI,,2025
1833,Reexamining Machine Learning Models on Predicting Thermoelectric Properties,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cVHCVr8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=cVHCVr8AAAAJ:-WH5uU-2cuwC,"Thermoelectric materials can generate clean energy by transforming waste heat into electricity. The effectiveness of thermoelectric materials is measured by the dimensionless figure of merit, ZT. The quest for high ZT materials has drawn extensive research experimentally and theoretically. However, due to the vast material space, finding high ZT materials is time-consuming and costly. To improve the efficiency of discovering new thermoelectric materials, recent studies have employed machine learning with databases to search for high ZT candidates. In this work, we examine the effects of adding various physical concepts on the performance of machine learning models in predicting TE properties. The objective is to improve the model ability to capture the underlying physics in designing TE materials. These concepts include short range order and crystal structure class. Results show some improvements in accuracy. However, the current models do not distinguish between dilute alloys and concentrated alloys, rendering them inadequate in predicting doping effects. To better capture the electronic band structure effect from doping, we included various dopant properties as features. This increases the prediction accuracy in doped materials. Furthermore, we used a genetic algorithm to rank features for various thermoelectric properties to provide physical insight into key parameters in designing thermoelectric materials.",,,2025
1834,Comparing machine learning models for strength and ductility in high-entropy alloys,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cVHCVr8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=cVHCVr8AAAAJ:eA5wQj470iYC,"We compare several machine learning (ML) models that predict the yield strength and plasticity of high-entropy alloys (HEAs) for achieving high-accuracy with notably low root mean square errors (RMSE). Our models, developed using a comprehensive database of single-phase body-centered cubic (BCC) HEAs and BCC + B2 HEAs (where B2 is ordered BCC), integrate advanced feature engineering reflecting the current understanding of electronic factors, atomic ordering informed by mixing enthalpy, and the D parameter associated with stacking fault energy in HEAs. This approach enables systematic comparisons of different ML models, providing deep insights into the mechanical properties of BCC and related alloys. By leveraging genetic algorithms for feature selection and meticulous hyperparameter optimization, our ML framework excels in both predictive power and interpretability. The rigorous validation …",Springer US,,2025
1835,Integrated design of aluminum-enriched high-entropy refractory B2 alloys with synergy of high strength and ductility,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cVHCVr8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=cVHCVr8AAAAJ:NrcdxztAscQC,"Refractory high-entropy alloys (RHEAs) are promising high-temperature structural materials. Their large compositional space poses great design challenges for phase control and high strength-ductility synergy. The present research pioneers using integrated high-throughput machine learning with Monte Carlo simulations supplemented by ab initio calculations to effectively navigate phase selection and mechanical property predictions, developing single-phase ordered B2 aluminum-enriched RHEAs (Al-RHEAs) demonstrating high strength and ductility. These Al-RHEAs achieve remarkable mechanical properties, including compressive yield strengths up to 1.7 gigapascals, fracture strains exceeding 50%, and notable high-temperature strength retention. They also demonstrate a tensile yield strength of 1.0 gigapascals with a ductility of 9%, albeit with B2 ordering. Furthermore, we identify valence electron count …",American Association for the Advancement of Science,,2024
1836,Variation of the Passive Film on Compositionally Concentrated Dual-Phase Al0.3Cr0.5Fe2Mn0.25Mo0.15Ni1.5Ti0.3 and Implications for Corrosion,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cVHCVr8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=cVHCVr8AAAAJ:xvKSgulxyWUC,"The passive film on a dual-phase Al0.3Cr0.5Fe2Mn0.25Mo0.15Ni1.5Ti0.3 FCC + Heusler (L21) compositionally concentrated alloy formed during extended exposure to an applied potential in the passive range in dilute chloride solution was characterized. Each phase, with its own distinct composition of passivating elements, formed unique passive films separated by a heterophase interface. High-resolution, surface sensitive characterization enabled chemical analysis of the passive film formed over individual phases. The film formed over the L21 phase had a higher concentration of Al, Ni, and Ti, while the film formed over FCC phase was of similar thickness but contained comparatively higher Cr, Fe, and Mo concentrations, consistent with the differences in bulk microstructure composition. The passive film was continuous across phase boundaries and the distribution of passivating elements (Al, Cr, and Ti …",Springer US,,2024
1837,Experimental study of a dual-mode scramjet isolator,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Plgy-iAAAAAJ&citation_for_view=Plgy-iAAAAAJ:u5HHmVD_uO8C,"INTEREST in single-stage-to-orbit and two-stage-to-orbit vehicles has motivated research and development of ramjet and scramjet engines. Dual-mode scramjets (DMSJ), in particular, are promising propulsion systems for these vehicles because they integrate the advantageous capabilities of both ramjets and scramjets into a single fixed-geometry combustor [1, 2]. This combination may enable a vehicle to operate from Mach 3 to Mach numbers approaching 20 with only minor engine geometry changes. At the lower limit of this envelope, the DMSJ operates in ramjet mode and combustion occurs at subsonic speeds. In this mode, the addition of heat can be used to drive the supersonic inflow to sonic conditions and achieve a thermal choke. However, at speeds approaching Mach 7, pressure losses associated with choking the flow increase and operational efficiency decreases [3]. Transition from subsonic to …",,,2008
1838,Experimental study of test-medium vitiation effects on dual-mode scramjet performance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Plgy-iAAAAAJ&citation_for_view=Plgy-iAAAAAJ:IjCSPb-OGe4C,"An experimental study was performed to characterize the effects of vitiation due to combustion-air preheating on dual-mode scramjet combustion. Major combustion vitiation species (H2O and CO2) were added to the freestream of an electrical-resistance-heated, direct-connect facility simulating Mach 5 flight enthalpy. With clean, dry air, the combustor operated in the supersonic mode at fuel equivalence ratios below 0.22, and in the subsonic mode for equivalence ratios above 0.26. Hysteresis was observed in the dual-mode transition region between 0.22 and 0.26, as the mode of combustion was dependent on whether the fuel rate was increasing or decreasing. Adding increasing amounts of water vapor and carbon dioxide to the freestream decreased combustor pressures by 10 to 30% for the same fuel equivalence ratio. Vitiation also caused transition between supersonic and subsonic combustion to occur at a …",,,2011
1839,Velocity profile measurements in hypersonic flows using sequentially imaged fluorescence-based molecular tagging,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Plgy-iAAAAAJ&citation_for_view=Plgy-iAAAAAJ:Y0pCki6q_DkC,"THE ability to perform quantitative velocity measurements in a hypersonic flow can be complicated by the extreme dynamic and thermodynamic conditions present in hypersonic test facilities and the limited optical access to the test section. Nevertheless, these measurements are needed to validate computational modeling efforts aimed at improved understanding of the physical characteristics of such flows. Recent experimental hypersonic wind-tunnel measurement work at NASA Langley Research Center (Langley) has been focused on providing quantitative velocity data. The Langley 31 in. Mach 10 blowdown air tunnel is frequently used for both fundamental and project-related testing (ie, Space Shuttle orbiter [1], Hyper-X [2], etc.), for which quantitative measurements are Presented as Paper 2010-1404 at the 48th AIAA Aerospace Sciences Meeting, Orlando, FL, 4–7 January 2010; received 15 June 2010 …",,,2011
1840,Shock train leading-edge detection in a dual-mode scramjet,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Plgy-iAAAAAJ&citation_for_view=Plgy-iAAAAAJ:qjMakFHDy7sC,"THE dual-mode scramjet (DMSJ) is a particularly attractive hypersonic airbreathing propulsion system because it combines the operational capabilities of a ramjet and a scramjet into one flowpath [1–3]. At Mach numbers below approximately 4, the DMSJ operates in ram mode whereby combustion occurs at subsonic conditions. This is achieved by managing the heat release in the combustor such that a thermal choke is achieved and a precombustion shock train forms in the DMSJ isolator. The shock train consists of a series of normal or oblique shocks, which terminate with a normal shock that drives the flow to subsonic conditions. However, at high Mach numbers, forcing the flow to subsonic conditions results in increased pressure losses and decreased operational efficiency [3]. This can be averted by allowing theflow to remain supersonic. At a fixed Mach number, the transition from subsonic to supersonic …",,,2008
1841,"Dual-mode combustion of hydrogen in a Mach 5, continuous-flow facility",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Plgy-iAAAAAJ&citation_for_view=Plgy-iAAAAAJ:u-x6o8ySG0sC,"THE concept of a dual-mode scramjet has considerablepotential for transatmospheric vehicle applications. 1 The dual mode of operation provides the capability of using a single-engine owpath over a broad range of ight Mach numbers. At speeds of Mach 5 and above, the engine is operated as a scramjet, and the heat-releaseprocess in the combustor remains predominantly supersonic. At lower speeds however, the requirement of high thermal effi ciency prescribes that the combustion process remain subsonic. 2 This ramjet mode can be achieved, using the same engine geometry, by matching the owpath area ratio and combustion heat release such that a thermal choke is produced downstream of the point of fuel injection. Provided the associated pressure rise upstream of this choke can be effectively isolated from the engine’s supersonic inlet, the dual-mode scramjet will operate at low supersonic ight speeds in …",,,2001
1842,Enhancement of Dual-Mode Scramjet Flowpath Control With an Optical Emission Spectroscopy Sensor,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Plgy-iAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Plgy-iAAAAAJ:NJ774b8OgUMC,The objective of this work is to investigate the utility of an optical emission spectroscopy sensor for improving control performance in a dual-mode scramjet flowpath. The sensor utilizes a multi-anode photomultiplier tube detector and uses a transmission grating to spectrally disperse chemiluminescence emitted from the reacting gases within the combustor of a dual-mode scramjet flowpath. Closed-loop shock train control is demonstrated in a direct-connect dual-mode scramjet facility utilizing wall pressure measurements for shock train location estimation. Various combinations of optical emission and pressure signals measured in the combustor are used to create best-fit calibration functions to estimate shock location. Performance of the calibrated functions and closed-loop shock control using the function outputs as feedback was analyzed with root-mean-squared-error statistics. Analysis showed that both pressure …,,,2025
1843,Wavelet-Based Optical Flow Velocimetry Using High Repetition-Rate OH-PLIF in Dual-Mode Scramjet,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Plgy-iAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Plgy-iAAAAAJ:kzcrU_BdoSEC,"Wavelet-based optical flow velocimetry (wOFV) is applied to high-speed planar laser induced fluorescence (PLIF) measurements for determining velocity in a supersonic combustion environment. 100 kHz PLIF imaging of hydroxyl (OH) radicals was completed to study a scramjet combustor flowpath at the University of Virginia Supersonic Combustion Facility (UVASCF). The wOFV analysis yields two-dimensional velocity fields in a high-speed reacting flow environment over a limited spatial domain without introducing seed particles or non-native tracer gases. These measurements represent the first demonstration of 100 kHzOHPLIF applied in a supersonic combustion system, offering insights into instantaneous and time-averaged flow behavior and turbulent structures. Velocity fields derived from wOFV are compared with prior particle image velocimetry (PIV) measurements in the same facility. The results …",,,2025
1844,Propagation of Uncertainty in Experimental Dynamic Coefficients of Fluid Film Journal Bearings,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Plgy-iAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Plgy-iAAAAAJ:_Ybze24A_UAC,"The stiffness and damping coefficients of fluid film bearings play a key role in predicting levels of vibration and stability margins in high-performance industrial rotating machinery. However, variability in the coefficients calculated by numerical bearing codes creates inaccuracies in the rotodynamic predictions. Therefore, there is a strong need for accurate experimental measurement of bearing coefficients for validation purposes. This work examines new propagation uncertainty strategies in bearing coefficients estimation, and for the first time examines the effect of the nonlinearity of the dynamic coefficients on the experimental uncertainty estimated by the Taylor Series Method. The Montecarlo method is presented as a more accurate approach to estimating experimental uncertainty. The results of the analyses are compared to published values from previously reported studies. This paper also proposes a novel …",American Society of Mechanical Engineers,,2024
1845,Control of a dual-mode scramjet flow path utilizing optical emission spectroscopy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Plgy-iAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Plgy-iAAAAAJ:W5xh706n7nkC,"Shock train leading edge (STLE) location control within a Dual-Mode Scramjet (DMSJ) flow path was demonstrated using an optical emission spectroscopy (OES) sensor for control feedback. Emission from electronically excited chemical species, OH⁎ and C 2⁎, was observed within the combustor and used for feedback to control the STLE within the DMSJ isolator. An optical emission sensor was used to experimentally demonstrate STLE control using a Proportional-Integral (PI) controller. Feedback using this sensor was compared the traditional approach of using wall pressure sensors. Utilizing an OES sensor for feedback proved to be an effective method to estimate and control the STLE location and provided a smoother response than when utilizing discrete wall-based pressure measurements that tended to discretize the estimated STLE location. Characteristic Model-Based All-Coefficient Adaptive Control …",Elsevier Masson,,2024
1846,Follow the water: emerging issues of climate change and conflict in Peru,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=-oPiDkMAAAAJ&citation_for_view=-oPiDkMAAAAJ:zYLM7Y9cAGgC,"In 2007, the Fourth Assessment Report of the Intergovernmental Panel on Climate Change (IPCC) predicted that rising global temperatures will contribute to an upsurge in severe storms, floods, droughts, glacier melt, and sea level rise. Soon thereafter, a number of policy studies concluded that there is a strong likelihood that the natural hazards and environmental stresses associated with climate change will trigger or amplify conflict, especially in vulnerable or unstable areas of the developing world. 1 Among the projected scenarios were severe resource scarcity, dramatic increases in internal and external migration, disease outbreaks, and a host of destabilizing social and political effects.",,,2012
1847,Guía para el desarrollo de proyectos de energía renovable en Costa Rica,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=-oPiDkMAAAAJ&citation_for_view=-oPiDkMAAAAJ:Y0pCki6q_DkC,,,https://areca.bcie.org/fileadmin/areca/espanol/archivos/informacion-sector-energetico/guias/851758449.pdf,2010
1848,Issue and Challenges for Accelerating Energy Access in the Central American Region: A Discussion Towards Enhancing Advocacy and Cooperation Among Civil Society Organizations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=-oPiDkMAAAAJ&citation_for_view=-oPiDkMAAAAJ:IjCSPb-OGe4C,"This work has been sponsored by Hivos, as part of its “Program on Climate Change and 100% Renewables”. In the Central American region, Hivos is implementing different types of activities together with partner organizations in order to promote the discussion as well as to foster the participation of different stakeholders with the objective of accelerating the provision of cleaner energy services for the poor. This document aims at providing information relevant to the discussion of improvements and advocacy aspects related to policies and funding on access to energy. A brief description of the energy situation in the targeted Central American countries of Guatemala, Honduras, El Salvador and Nicaragua is presented from the perspectives of energy system indicators as well as important poverty conditions of segments of the population, in order to highlight the dimensions of the energy access issue in the region. The …",,,2012
1849,How social movements engage with public deliberation: A multifaceted approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=-oPiDkMAAAAJ&citation_for_view=-oPiDkMAAAAJ:0EnyYjriUFMC,"This thesis empirically examines how a social movement as a plural, multifaceted body, engages with an ample range of spaces for deliberation. The study centers on the social movement's practices and aspirations when engaging with a variety of spaces for public expression and involvement in decision-making, ranging from Municipal Councils, to Technical Advisory Commissions, to Community Agricultural Festivals. It examines the questions how do social movements engage with public deliberation?, and what are the implications of this engagement for the theory and practice of deliberative democracy?. The empirical research in this thesis is based on an interpretive study of the Costa Rican Movement Against Genetically Modified Organisms (or Movement Against Transgenics MaT) and its practices of engagement with deliberative spaces at the national and local levels between 1999 and 2015. The research project examines this case as an information-rich, revelatory and extreme case of social movement engagement with formal local government decision-making on complex and divisive issues. This thesis proposes three contributions to bridge the study of social movements and public deliberation. First, it takes a broad situated approach to studying how social movements make sense of their practices of engagement with public deliberation, without a restricting it to a pre-conceived role. Second, my analysis expressly recognizes that the activists within the movement do not have a unified perspective about the movement's engagement with public deliberation, or a singular approach for how to relate to outsiders and antagonists. Hence, I …",,,2022
1850,Beyond experts and conciliators: Envisioning engineers as multi-faceted peacebuilders in Costa Rica,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=-oPiDkMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=-oPiDkMAAAAJ:LkGwnXOMwfcC,"There is a rich precedent in implementing Peace Engineering at a national scale in Costa Rica, particularly in the evolving dynamics of regulating professional conduct. However, there are also considerable obstacles to the recognition of the value and urgency of this interdisciplinary undertaking. This paper outlines the strengths and examines the barriers to the growth of this novel endeavor. It is argued that building the field of practice for Peace Engineering requires greater reflection and deliberative democratization of disciplinary boundaries, particularly in civil service and academia. To conclude, a tentative plan of action is outlined for leaders in the country's engineering profession to become peace entrepreneurs and deliberative practitioners.",,,2021
1851,Water purification by membranes: the role of polymer science,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=pR8eT_sAAAAJ&citation_for_view=pR8eT_sAAAAJ:u5HHmVD_uO8C,"Two of the greatest challenges facing the 21st century involve providing sustainable supplies of clean water and energy, two highly interrelated resources, at affordable costs. Membrane technology is expected to continue to dominate the water purification technologies owing to its energy efficiency. However, there is a need for improved membranes that have higher flux, are more selective, are less prone to various types of fouling, and are more resistant to the chemical environment, especially chlorine, of these processes. This article summarizes the nature of the global water problem and reviews the state of the art of membrane technology. Existing deficiencies of current membranes and the opportunities to resolve them with innovative polymer chemistry and physics are identified. Extensive background is provided to help the reader understand the fundamental issues involved. © 2010 Wiley Periodicals, Inc. J …","Wiley Subscription Services, Inc., A Wiley Company",,2010
1852,Water permeability and water/salt selectivity tradeoff in polymers for desalination,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=pR8eT_sAAAAJ&citation_for_view=pR8eT_sAAAAJ:u-x6o8ySG0sC,"Polymer membrane-based desalination (e.g., reverse osmosis (RO) and nanofiltration (NF)) has been extensively developed since the 1960s and is a well-established process. The separation performance of desalination membranes is usually described in terms of water flux (or permeance) and salt rejection. Based on a survey of available data, water permeance and NaCl rejection are often inversely correlated, and there may be an upper bound, similar to that observed in gas separation membranes, beyond which there are very few data points. However, water permeance and salt rejection are not intrinsic material properties since they are influenced by sample size (i.e., membrane thickness in the case of permeance) and measurement variables (e.g., pressure and salt concentration in the case of salt rejection). Use of water permeability, rather than water flux or permeance, and water/salt permeability selectivity …",Elsevier,,2011
1853,Fundamental water and salt transport properties of polymeric materials,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=pR8eT_sAAAAJ&citation_for_view=pR8eT_sAAAAJ:Se3iqnhoufwC,"Fundamental water and salt transport properties of polymers are critical for applications such as reverse osmosis (RO), nanofiltration (NF), forward osmosis (FO), pressure-retarded osmosis (PRO), and membrane capacitive deionization (MCDI) that require controlled water and salt transport. Key developments in the field of water and salt transport in polymer membranes are reviewed, and a survey of polymers considered for such applications is provided. Many polymers considered for such applications contain charged functional groups, such as sulfonate groups, that can dissociate in the presence of water. Water and ion transport data from the literature are reviewed to highlight the similarities and differences between charged and uncharged polymers. Additionally, the influence of other polymer structure characteristics, such as cross-linking and morphology in phase separated systems, on water and salt transport …",Pergamon,Progress in Polymer Science,2014
