paperID,paper_summary
1998,"New Conditions and Controllers for State-of-Charge Balancing in Battery Energy Storage Systems; This paper investigates the state-of-charge balancing control problem for a battery energy storage system, introducing the concept of ""powered SoC"" and designing a new power allocating controller that achieves accelerated balancing speed."
1999,"Privacy-Preserving Distributed Control for a Networked Battery Energy Storage System; This paper presents a novel privacy-preserving distributed control algorithm for state-of-charge balancing in a networked Battery Energy Storage System, which uses two distributed estimators to ensure asymptotic balancing and accurate power delivery while safeguarding agent privacy."
2000,"Oscillator Potts machines: An overdamped Langevin model for low-energy sampling of the standard Potts model; This work presents a compact and physically realizable Langevin model, called an Oscillator Potts Machine, that serves as a sampler for finding the low-energy spin configurations of the standard Potts model."
2001,"Temperature-aware microarchitecture; This paper describes HotSpot, an accurate and fast thermal model for microprocessors, and introduces several effective dynamic thermal management techniques such as temperature-tracking frequency scaling and migrating computation to regulate operating temperature."
2002,"Bus-invert coding for low-power I/O; This paper proposes the bus-invert method of coding I/O, which lowers bus activity to decrease peak power dissipation by 50% and average power dissipation by up to 25% for CMOS circuits."
2003,"HotSpot: A compact thermal modeling methodology for early-stage VLSI design; This paper presents HotSpot, a computationally efficient compact thermal modeling methodology for early-stage VLSI design that provides detailed static and transient temperature information across the die and package, including an on-chip interconnect self-heating model."
2004,"Temperature-aware microarchitecture: Modeling and implementation; This paper describes HotSpot, an accurate and fast thermal model for microarchitectural studies, and introduces several effective dynamic thermal management methods, including temperature-tracking frequency scaling and migrating computation to spare hardware units."
2005,"Control-theoretic techniques and thermal-RC modeling for accurate and localized dynamic thermal management; This paper proposes using formal feedback control theory, specifically a PID controller, for adaptive dynamic thermal management in processors and develops an efficient thermal-RC model to accurately test the proposed fetch ""toggling"" mechanism."
2006,"Unlocking High-Performance Low-Power Adiabatic Logic Computing with Modern FinFET Technology Node; This paper explores the potential of adiabatic logic circuits in modern FinFET technologies, demonstrating through simulation that they can achieve significant power savings at higher clock rates than previously possible, making them a viable solution for ultra-low power ICs."
2007,"Virtualized Computational RFID (VCRFID) Solution for Industry 4.0 Applications; This paper presents a Virtualized Computational RFID solution for Industry 4.0 applications that keeps tags minimalistic by offloading computational tasks to the reader, enabling a 97% reduction in energy consumption for battery-less, fine-grain monitoring."
2008,"Cool-3D: An End-to-End Thermal-Aware Framework for Early-Phase Design Space Exploration of Microfluidic-Cooled 3DICs; This paper presents Cool-3D, an end-to-end, thermal-aware framework for early-phase design space exploration of microfluidic-cooled 3D integrated circuits that integrates architectural simulators with advanced cooling models to enable flexible and accurate modeling."
2009,"Design and Modeling for Very High-sensitivity UHF RF Energy Harvesting Circuit; This work proposes a highly sensitive UHF RF energy harvesting circuit in a 22-nm FDSOI technology by optimizing a combined RF-DC rectifier with a DC-DC converter, using techniques like flipped well transistors and dynamic leakage suppression to improve performance."
2010,"Modern electroplating; This book, ""Modern Electroplating, Fifth Edition,"" serves as a comprehensive, one-stop reference to the latest methods and applications of electroplating metals, alloys, and semiconductors, with special emphasis on nanotechnologies, data storage, and medical applications."
2011,"Theory and practice of metal electrodeposition; This book provides new insights into the theoretical and applied aspects of metal electrodeposition, covering the electrochemistry of metals, the technology of deposition, and the properties and structure of coatings for advanced students and researchers."
2012,"Advanced alkaline water electrolysis; This paper reviews fundamental and technological issues in alkaline and PEM water electrolysis, arguing that advancements in non-PGM catalysts are poised to benefit alkaline electrolyzers, and presents data showing an advanced alkaline electrolyzer with performance rivaling PEM devices."
2013,"Corrosion resistance of ternary Ni P based alloys in sulfuric acid solutions; This study investigated the corrosion behavior of autocatalytically deposited Ni-P based alloy films in sulfuric acid, finding that while they do not passivate like pure Ni, their corrosion resistance improves with increasing P content and can be further enhanced by adding W."
2014,"Magnetic nanowires in hexagonally ordered pores of alumina; This paper describes the fabrication and magnetic properties of Fe and Co nanowires deposited in the hexagonally ordered nanopores of anodized alumina, achieving excellent hexagonal ordering and high out-of-plane coercivity."
2015,"Exploration of the Electrodeposition of Smooth Near-Equiatomic CoCuFeNi from Glycine-Citrate Electrolytes; This work explores the electrodeposition of smooth, near-equiatomic CoCuFeNi multi-principal element alloys from glycine-citrate electrolytes, investigating the influence of deposition parameters on film composition and morphology."
2016,"Electroplating, Electrodeposition Combined with Vapor Deposition PVD for Advanced Manufacturing; This presentation discusses industrial applications of combined electrodeposition and physical vapor deposition techniques for creating metal and alloy coatings on fashion accessories with high resistance to corrosion and wear."
2017,"Electrodeposition of Near-Equiatomic CoCuFeNi Multi-Principal Element Alloys from an Acidic Glycine-Citrate-Triton X100 Aqueous Electrolyte; This work successfully synthesized near-equiatomic CoCuFeNi multi-principal element alloy films via electrodeposition from an acidic glycine-citrate-Triton X-100 electrolyte, demonstrating control over composition and morphology to produce a single crystalline phase."
2018,"Determinants of resistance to engineered T cell therapies targeting CD19 in large B cell lymphomas; By profiling over 700 longitudinal specimens from large B cell lymphoma patients treated with CAR19 T cells, this study identifies multiple classes of gene alterations associated with resistance, including those in B cell identity, immune checkpoints, and the tumor microenvironment."
2019,"Applications of focused ultrasound-mediated blood-brain barrier opening; This review discusses the application of focused ultrasound in conjunction with microbubbles to transiently and non-invasively disrupt the blood-brain barrier, enabling localized delivery of therapeutics and demonstrating potential for neuromodulation and other physiological responses."
2020,"Barriers to immune cell infiltration in tumors; This review highlights the intracellular and extracellular barriers to T cell infiltration into tumors, such as deficient homing receptor ligands on tumor vasculature, and discusses multiple therapeutic approaches that show promise in enhancing immune-mediated cancer control."
2021,"Focused ultrasound immunotherapy for central nervous system pathologies: challenges and opportunities; This paper contends that MR image-guided focused ultrasound represents a noninvasive approach for favorable therapeutic immunomodulation in the central nervous system, particularly by overcoming the blood-brain barrier to enable effective drug delivery."
2022,"Perspectives on recent progress in focused ultrasound immunotherapy; This paper provides an updated perspective on the progress of focused ultrasound immunotherapy over the last two years, highlighting its potential as a non-invasive technique for eliciting immune mechanisms in cancer and other pathologies."
2023,"Evaluation of a PET Insert for Trimodal Imaging: A Step Towards PET/MRI-Guided Focused Ultrasound; This work presents the design and evaluation of a preclinical PET insert for simultaneous operation with MRI and FUS systems, a step towards creating a trimodal PET-MRI-FUS system for monitoring therapeutic effects during focused ultrasound applications."
2024,Abstract A038: Overcoming myeloid-mediated immunosuppression and enhancing blood-brain barrier access to advance B7H3 CAR T cell therapy in high-risk Medulloblastoma; This study aims to improve the efficacy of B7-H3-directed CAR T-cell therapy for aggressive Group 3 medulloblastoma by using the TLR7/8 agonist Resiquimod to reprogram immunosuppressive macrophages and low-intensity focused ultrasound to enhance drug and CAR T-cell infiltration across the blood-brain barrier.
2025,CAR-T cell therapy in brain malignancies: obstacles in the face of cellular trafficking and persistence; This review addresses the two predominant barriers to CAR-T cell therapy efficacy in brain malignancies—cellular trafficking and persistence—by discussing the underlying limiting mechanisms and evaluating current and novel strategies to overcome these challenges.
2026,"Therapeutic Ultrasound for Multimodal Cancer Treatment: A Spotlight on Breast Cancer; This review spotlights recent advancements in therapeutic focused ultrasound for breast cancer care, outlining its physical principles and multifaceted roles in tumor ablation, drug delivery, radiosensitization, and enhancement of tumor-specific immune responses."
2027,"Abstract C030: Timing of melanoma brain metastasis seeding dictates the immunomodulatory effect and efficacy of systemic anti-CD40 agonist therapy; This study investigated whether the timing of melanoma brain metastasis seeding in a two-site mouse model impacts the intracranial efficacy of systemic anti-CD40 agonist therapy, a treatment aimed at improving the anti-tumoral immune response."
2028,"Speckle reducing anisotropic diffusion; This paper derives and validates speckle reducing anisotropic diffusion (SRAD), a partial differential equation-based filtering method tailored to ultrasonic and radar imaging that acts as an edge-sensitive diffusion for speckled images."
2029,"Functional aspects of meningeal lymphatics in ageing and Alzheimer’s disease; This study shows that meningeal lymphatic vessels drain macromolecules from the central nervous system into cervical lymph nodes, and that impairment of this function in aged mice slows waste clearance and induces cognitive impairment, which can be reversed by treatment with vascular endothelial growth factor C."
2030,"Active contour external force using vector field convolution for image segmentation; This paper proposes a new external force for active contours called vector field convolution (VFC), which addresses problems like limited capture range and poor convergence to concavities by convolving the image edge map with a user-defined vector field kernel."
2031,"Image enhancement using a contrast measure in the compressed domain; This paper presents a computationally efficient image enhancement algorithm for JPEG-compressed images that operates in the decompression stage, based on a contrast measure defined within the discrete cosine transform domain."
2032,"Peripherally derived macrophages can engraft the brain independent of irradiation and maintain an identity distinct from microglia; This study demonstrates that chronic, partial microglia depletion is sufficient for peripherally derived macrophages to engraft the brain without irradiation, where they maintain a unique functional and transcriptional identity distinct from microglia without altering behavior."
2033,A dynamic predictive transformer with temporal relevance regression for action detection; This paper introduces a dynamic predictive transformer network for skeleton-based action detection that incorporates future frame data during training and an adaptive temporal attention system to improve temporal analysis and boundary frame detection.
2034,"PSF-SRDN: Point Spread Function-Aware Speckle Reducing Diffusion Network; This paper proposes PSF-SRDN, a novel point spread function-aware speckle reducing diffusion network that encodes the spectrum of lateral and axial distortions to enable adaptive denoising of ultrasound images corrupted with signal-dependent speckle."
2035,"Why instructional activities within classroom activity structures matter and how teacher dashboards can support advancements in instruction; This article argues that while AI can now classify classroom activity structures, it is the instructional activities within those structures that matter for student learning, and teacher dashboards powered by AI could support advancements in instruction."
2036,Dynamic Average Consensus for Improving Classifier Accuracy for Multi-Camera Video Sequences; This paper shows that the dynamic average consensus algorithm can be applied to improve object detection classifier accuracy in a multi-camera network by averaging the latent features extracted from each camera's detection network.
2037,"Student Engagement Assessment in Classrooms Using a Novel 3D Eye-Gaze Estimation and Evaluation Algorithm; This paper introduces a novel technique for evaluating student attentiveness in classrooms by analyzing their 3D eye gaze direction, derived from a new 3D head pose estimation algorithm that does not require frontal face information."
2038,"Structural and material changes in the aging thorax and their role in crash protection for older occupants; This study quantified structural changes in the aging bony thorax using CT scans and a finite element model, finding that ribs become more perpendicular to the spine with age, a change that significantly increases the risk of rib fracture in simulated frontal impacts."
2039,"Spherical indentation load-relaxation of soft biological tissues; This study used elastic-viscoelastic correspondence to derive solutions for spherical indentation load-relaxation tests on soft biological tissues, demonstrating the method's utility in obtaining material properties like shear modulus and time constants for rubber, kidney tissue, and costal cartilage."
2040,"Fatality risk and the presence of rib fractures; By analyzing the National Trauma Databank, this study found that the presence of rib fractures (AIS 3+) significantly increases fatality risk in motor vehicle crash patients, with the effect being more pronounced in younger adults (18-45) than in older adults (over 64)."
2041,"Impact response of restrained PMHS in frontal sled tests: skeletal deformation patterns under seat belt loading; This study evaluated the skeletal deformation of restrained post-mortem human subjects in 40 km/h frontal sled tests, finding that anterior and superior displacement of the lower ribcage may have contributed to early sternal fractures at lower-than-expected displacement levels."
2042,Spinal injury rates and specific causation in motor vehicle collisions; This paper describes methods for determining the specific causation of spinal injuries in motor vehicle collisions by analyzing injury rates from national databases and reviewing the biomechanical literature to distinguish acute injuries from chronic degenerative disease.
2043,"STAPP CAR CRASH; This document lists the editorial review board for Volume 64 of the Stapp Car Crash Journal, a leading publication in the field of impact biomechanics and automotive safety."
2044,"The development of mandatory practices for the testing and maintenance of synthetic turf fields in the National Football League; This paper describes the development of mandatory testing and maintenance practices for synthetic turf fields in the National Football League, based on a literature review and expert opinion, to improve the consistency and safety of playing surfaces."
2045,"Automated turf testing apparatus and system for using same; This patent describes a mobile, automated apparatus for measuring controlled and applied forces and moments on sport surfaces like artificial turf to assess the performance and safety of athletic apparel and surfaces."
2046,"The interplay of fibroblasts, the extracellular matrix, and inflammation in scar formation; This review navigates the four stages of wound healing to explore the interplay between fibroblasts, the extracellular matrix, and inflammation in scar formation, arguing that a systems-level understanding is necessary to replicate fetal scarless healing."
2047,"Lactate is a metabolic mediator that shapes immune cell fate and function; This article summarizes the known effects of lactate and associated H+ ions on immune cells, highlighting their generally immunosuppressive but context-specific roles in augmenting certain immune functions, with implications for cancer, sepsis, and autoimmunity."
2048,"Lactic acid suppresses IL-33–mediated mast cell inflammatory responses via hypoxia-inducible factor-1α–dependent miR-155 suppression; This study shows that lactic acid suppresses IL-33-mediated mast cell inflammatory responses in a pH-dependent manner by enhancing hypoxia-inducible factor-1α, which in turn suppresses miR-155, a key regulator of IL-33 signaling."
2049,"Lactic acid inhibits lipopolysaccharide-induced mast cell function by limiting glycolysis and ATP availability; This study demonstrates that lactic acid inhibits lipopolysaccharide-induced mast cell function by limiting glycolysis and ATP availability, a mechanism that is dependent on monocarboxylate transporter-1 and may contribute to the immunosuppressive phase of sepsis."
2050,"Crosstalk between T cells and fibroblasts in biomaterial-mediated fibrosis; This review explores the crosstalk between T cells and fibroblasts in the context of biomaterial-induced fibrosis, highlighting how different T cell subsets can modulate fibroblast activity and contribute to the foreign body response that leads to implant failure."
2051,A Thy-1–negative immunofibroblast population emerges as a key determinant of fibrotic outcomes to biomaterials; This study identifies a distinct Thy-1-negative immunofibroblast population that emerges in response to inflammatory cytokines IL-1β and TNFα as a key determinant of fibrotic encapsulation around biomaterials.
2052,"IL-33 induces cellular and exosomal miR-146a expression as a feedback inhibitor of mast cell function; This study reveals that the inflammatory cytokine IL-33 induces the expression of miR-146a in mast cells, which then acts as a feedback inhibitor to negatively regulate IL-33-mediated mast cell function."
2053,"High-dimensional comparison of monocytes and T cells in post-COVID and idiopathic pulmonary fibrosis; Using single-cell analysis, this study found that decreased circulating monocytes are associated with persistent pulmonary fibrosis and reduced lung function in post-COVID patients, an immune signature that resembles idiopathic pulmonary fibrosis."
2054,"Inferring causal molecular networks: empirical assessment through a community-based effort; This paper describes the HPN-DREAM community challenge, which demonstrated through the assessment of over 2,000 submitted networks that inferring causal molecular relationships from complex biological data is feasible, especially when incorporating prior biological knowledge."
2055,"Transformers learn to implement preconditioned gradient descent for in-context learning; This paper theoretically proves that linear transformers, when trained on random linear regression tasks, can learn to implement iterations of preconditioned gradient descent in their forward pass, with the preconditioning matrix adapting to both the input distribution and data variance."
2056,"Escaping saddles with stochastic gradients; This paper shows that the inherent variance of stochastic gradients in certain non-convex models has a strong component along negative curvature directions, enabling plain SGD to escape saddle points without explicit noise injection and achieving a dimension-independent convergence rate."
2057,"Exponential convergence rates for batch normalization: The power of length-direction decoupling in non-convex optimization; This paper provides a theoretical explanation for Batch Normalization's success, proving it accelerates optimization by decoupling the length and direction of parameters, which allows gradient-based methods to leverage a favorable global loss landscape and achieve exponential convergence rates in certain non-convex settings."
2058,"Estimating diffusion network structures: Recovery conditions, sample complexity & soft-thresholding algorithm; This paper provides a theoretical framework and an efficient soft-thresholding algorithm for inferring hidden network structures from diffusion cascades, establishing that the correct structure can be recovered with high probability given a sufficient number of observations."
2059,"Linear Transformers Implicitly Discover Unified Numerical Algorithms; This study shows that a linear transformer trained on matrix completion tasks implicitly discovers a single, unified, resource-adaptive iterative solver that spans prediction, estimation, and Nyström extrapolation without being explicitly programmed to do so."
2060,"Data Generation without Function Estimation; This paper proposes a novel, estimation-free generative method that uses deterministic gradient descent on a set of interacting particles to transport a uniform distribution to an arbitrary data distribution, avoiding the need for function estimation, neural networks, or noise injection."
2061,"Transformers can learn temporal difference methods for in-context reinforcement learning; This paper demonstrates both empirically and theoretically that a transformer, when trained on policy evaluation tasks, can discover and learn to implement temporal difference learning in its forward pass, providing a mechanism for in-context reinforcement learning."
2062,"Provable optimal transport with transformers: The essence of depth and prompt engineering; This paper proves that a transformer with fixed parameters can effectively solve the optimal transport problem by implementing an adaptive gradient descent algorithm on the dual problem, demonstrating that prompt engineering and network depth are essential for its algorithmic expressivity and performance."
2063,"You watch, you give, and you engage: a study of live streaming practices in China; Through a mixed-methods study of 527 users in China, this paper explores live streaming practices, revealing how content, reward systems, and fan groups engage users, and highlighting a desire for deeper interaction mechanisms."
2064,"Thor's hammer: An ungrounded force feedback device utilizing propeller-induced propulsive force; This paper introduces Thor's Hammer, a novel handheld haptic device that uses six propellers to generate up to 4 Newtons of ungrounded, 3-DOF force feedback, enhancing realism and immersion in virtual reality applications."
2065,"Pre-Touch Sensing for Mobile Interaction; This paper explores a pre-touch sensing modality on mobile devices that detects fingers hovering above the screen, enabling novel interactions such as anticipatory user interfaces and hybrid touch-hover gestures."
2066,"SplitBoard: A simple split soft keyboard for wristwatch-sized touch screens; This paper introduces SplitBoard, a simple split soft keyboard for smartwatches that allows users to flick between halves of a QWERTY layout, which outperformed other text entry methods in user studies for initial performance and learnability."
2067,"ThingMoji: User-Captured Cut-Outs For In-Stream Visual Communication; This paper introduces ThingMoji, a novel form of user-captured visual cut-outs that allows live stream viewers to create and share unique icons from the stream content, enhancing expressive communication between streamers and their audience."
2068,"SpaceShare: Leveraging Multimodal Context for Fluid Sharing of Spaces in Video Meetings; This paper presents SpaceShare, a video meeting system that integrates real-time 3D space reconstruction and leverages multimodal context to enable fluid spatial sharing, independent exploration, and conversational retrieval of spatial features."
2069,"CustomSight: Enhancing LLM-Powered Visual Assistance for Blind Individuals using Goal-Directed Dynamic Filters; This paper presents CustomSight, an LLM-powered assistive technology that helps blind and visually impaired users query their visual environment by using goal-directed dynamic filters to provide real-time camera framing guidance and automated image capture."
2070,"Thing2Reality: Enabling Spontaneous Creation of 3D Objects from 2D Content using Generative AI in XR Meetings; This paper proposes Thing2Reality, an Extended Reality meeting platform that uses generative AI to enable users to spontaneously create and share 3D objects from 2D content, facilitating collaborative discussions in immersive environments."
2071,"DialogLab: Authoring, Simulating, and Testing Dynamic Human-AI Group Conversations; This paper introduces DialogLab, a prototyping toolkit that provides a unified interface for authoring, simulating, and testing complex, dynamic multi-party conversations involving both humans and AI agents."
2072,"A parallel solution–adaptive method for three-dimensional turbulent non-premixed combusting flows; This paper proposes and applies a parallel adaptive mesh refinement algorithm using a fully coupled finite-volume formulation to efficiently predict steady, three-dimensional, turbulent, non-premixed, compressible combusting flows."
2073,A parallel adaptive mesh refinement algorithm for predicting turbulent non-premixed combusting flows; This paper proposes a parallel adaptive mesh refinement algorithm that uses a fully coupled finite-volume formulation and a flexible block-based data structure to efficiently predict turbulent non-premixed combusting flows.
2074,"Properties of lean turbulent methane-air flames with significant hydrogen addition; Using two-dimensional simulations, this study examines lean turbulent methane-air flames with hydrogen addition, finding that hydrogen significantly modulates methane chemistry, leading to a strong positive correlation between local burning speed and flame curvature."
2075,"Parallel solution-adaptive method for two-dimensional non-premixed combusting flows; This paper presents a parallel adaptive mesh refinement algorithm using a fully coupled finite-volume formulation to predict two-dimensional laminar and turbulent non-premixed combusting flows, demonstrating its validity through comparisons with experimental data."
2076,"Numerical simulation of nitrogen oxide formation in lean premixed turbulent H2/O2/N2 flames; This study uses numerical simulations to show that localized hotspots created by thermodiffusive instabilities in lean premixed turbulent hydrogen flames lead to significant production of nitrogen oxides, even at temperatures well below 1800K."
2077,"Towards a Quantum Algorithm for the Incompressible Nonlinear Navier-Stokes Equations; This work proposes a new framework for a quantum algorithm to solve the incompressible nonlinear Navier-Stokes equations, using matrix product states and operators combined with Krylov subspace methods to represent and evolve the system efficiently on quantum computers."
2078,"On the Parallel Performance of a Novel Brick-Based Hash-Table CFD Library for Distributed Computing; This paper evaluates the parallel performance of HashBrick, a novel brick-based hash-table CFD library, demonstrating its performance portability and efficiency for distributed computing on heterogeneous CPU-GPU architectures through a weak-scaling study."
2079,"Overlapping domain decomposition methods for finite volume discretizations; This paper analyzes two-level additive overlapping domain decomposition methods for finite volume discretizations of elliptic problems, proving that the condition number of the preconditioned system does not depend on the number of subdomains."
2080,"Application of a fourth-order accurate finite-volume method with adaptive refinement in space and time to multifluid plasma simulations; This paper applies a novel fourth-order accurate finite-volume method with adaptive mesh refinement in space and time to a multifluid plasma model, demonstrating improved solution stability and a significant reduction in compute time for complex test cases involving shocks."
2081,"Angular momentum of walking at different speeds; This study found that during human walking at different speeds, the angular momentum of the body about its center of mass is small and highly regulated, with the arms and trunk making the largest contributions."
2082,Angular momentum synergies during walking; This study used the uncontrolled manifold hypothesis to demonstrate that synergies among segmental angular momenta exist during the swing phase of walking to stabilize the whole-body angular momentum.
2083,Improvements in lower-extremity function following a rehabilitation program with patterned electrical neuromuscular stimulation in females with patellofemoral pain: A …; This double-blinded randomized controlled trial evaluated the effects of a 4-week rehabilitation program combined with patterned electrical neuromuscular stimulation on lower-extremity biomechanics and muscle activity in females with patellofemoral pain.
2084,"The effects of ankle foot orthoses on energy recovery and work during gait in children with cerebral palsy; This study found that wearing ankle foot orthoses increased stride length and energy recovery during walking in children with cerebral palsy, without changing the total mechanical work performed."
2085,Landing stiffness between individuals with and without a history of low back pain; This cross-sectional study compared lower-extremity and lumbar spine stiffness during a landing task between individuals with and without a history of low back pain to identify potential biomechanical adaptations.
2086,"An Augmented Full-Body Model that Improves Upper Body Tracking and Reduces Dynamic Inconsistency in Complex Motion: X. Hu et al.; This study developed and validated an augmented full-body musculoskeletal model that adds joints to the spine and shoulders, significantly improving the accuracy of upper body kinematic tracking and reducing dynamic inconsistency during complex sports motions."
2087,"Coin Test: A Complementary Examination for Assessing Upper Extremity Function in Cervical Myelopathy; This prospective study demonstrates that a new ""Coin Test"" is a highly specific and sensitive tool for assessing upper extremity function and diagnosing cervical spondylotic myelopathy, showing significant improvement in patient performance after surgery."
2088,"Torque complexity of maximal knee extensor isometric contraction in individuals following anterior cruciate ligament reconstruction; This study compared the complexity of quadriceps torque fluctuations during maximal isometric contraction between individuals with anterior cruciate ligament reconstruction, their contralateral limb, and healthy controls to assess its relationship with patient outcomes."
2089,"Improvement of postural stability and gait velocity after cervical decompression surgery in patients with cervical spondylotic myelopathy; This study found that patients with cervical spondylotic myelopathy showed significant improvements in gait velocity, step length, and postural stability at 3 and 6 months following cervical decompression surgery."
2090,"Comprehensive dynamic and kinematic analysis of the rodent hindlimb during over ground walking; This study provides a comprehensive biomechanical analysis of the rat hindlimb during walking, characterizing spatiotemporal parameters, ground reaction forces, 3D joint kinematics, kinetics, and energetics to establish a baseline for preclinical models of extremity injury."
2091,"Corrosion of additively manufactured alloys: a review; This paper reviews the corrosion of additively manufactured alloys, correlating their performance to unique microstructural features like porosity, grain structure, and residual stress that result from the manufacturing process."
2092,"In situ confocal laser scanning microscopy of AA 2024-T3 corrosion metrology: I. Localized corrosion of particles; This study used in situ confocal laser scanning microscopy to investigate the localized corrosion of intermetallic particles on AA 2024-T3, finding that the type and rate of attack are controlled by galvanic coupling between the particles and the alloy matrix."
2093,Passivity breakdown and pitting corrosion of binary alloys; This paper explains the passivity breakdown and pitting corrosion of binary alloys using a percolation model where a passive oxide layer forms only when the concentration of the more noble element exceeds a critical threshold.
2094,"In situ confocal laser scanning microscopy of AA 2024-T3 corrosion metrology II. Trench formation around particles; This study uses in situ confocal laser scanning microscopy to investigate trench formation around cathodic particles on AA 2024-T3, concluding that an anodic trench model best explains the observed corrosion behavior."
2095,"Repassivation of stainless steels: A unifying quantitative framework; This study presents a unifying quantitative framework that connects the repassivation potential of stainless steels to key electrochemical and chemical parameters, demonstrating that molybdenum in SS316L enhances repassivation by suppressing anodic and accelerating cathodic kinetics."
2096,"From the Editor: How to Do Continuity; This is an editorial titled ""How to Do Continuity"" from The Electrochemical Society Interface."
2097,Leveraging Finite Element Method Modeling to Evaluate ZnNi Plating as a Mitigation Strategy for Galvanically Induced Environmental-Assisted Cracking of a P675-Anodized Titanium …; This study uses a combined experimental and computational approach to evaluate the effectiveness of a sacrificial ZnNi plating in mitigating galvanically induced environmental-assisted cracking of a Pyrowear 675-anodized titanium assembly.
2098,"From the Editor: Lessons in Chemistry; In this editorial from The Electrochemical Society Interface, the author humorously reflects on his personal struggles with pool chemistry, drawing parallels to his professional life as an electrochemist."
2099,Experimental and Computational Comparison of Two Chromate-Free Corrosion Protection Coatings for Mitigating Galvanic Attack on AA7075 Coupled to Corrosion-Resistant Steel A286 …; This work experimentally and computationally compares a sol-gel barrier coating and a sacrificially pigmented polymer coating for their effectiveness in mitigating galvanic corrosion on AA7075 coupled to steel.
2100,"Generalized stacking fault energy, ideal strength and twinnability of dilute Mg-based alloys: A first-principles study of shear deformation; This first-principles study systematically investigates how 14 different alloying elements affect the generalized stacking fault energy, ideal shear strength, and twinnability of dilute magnesium alloys."
2101,Diffusion coefficients of alloying elements in dilute Mg alloys: A comprehensive first-principles study; This paper presents a comprehensive first-principles study calculating the temperature-dependent tracer diffusion coefficients for 47 different alloying elements in dilute hexagonal close-packed magnesium.
2102,"Adsorption-controlled growth of La-doped BaSnO3 by molecular-beam epitaxy; This study demonstrates the growth of high-mobility La-doped BaSnO3 films by molecular-beam epitaxy in an adsorption-controlled regime, suggesting that defects other than threading dislocations are the primary limiters of electron mobility."
2103,"A comprehensive first-principles study of pure elements: Vacancy formation and migration energies and self-diffusion coefficients; This paper reports a comprehensive first-principles study that calculates and compiles vacancy formation energies, migration energies, and self-diffusion coefficients as a function of temperature for 82 pure elements."
2104,"First-principles thermodynamic theory of Seebeck coefficients; This paper presents a novel thermodynamic theory for first-principles calculations of Seebeck coefficients that, unlike traditional methods, does not rely on assumptions about electron-scattering mechanisms."
2105,"Opportunities for novel refractory alloy thermal/environmental barrier coatings using multicomponent rare earth oxides; This article discusses the opportunities and challenges of developing single-layer, multicomponent rare earth oxide coatings for refractory alloys to serve as thermal and environmental barriers in combustion environments."
2106,A cluster-based computational thermodynamics framework with intrinsic chemical short-range order: Part I. Configurational contribution; This paper develops a hybrid computational thermodynamics framework that combines the Cluster Variation Method and CALPHAD to efficiently and reliably predict chemical short-range order in multicomponent alloys.
2107,"Thermodynamic modeling of the Hf-Ta-O system for the design of oxidation resistant HfC-TaC ceramics; This study develops a CALPHAD thermodynamic model of the Hf-Ta-O system, in conjunction with experimental and first-principles data, to improve the understanding of the oxidation resistance of HfC-TaC ultra-high temperature ceramics."
2108,"Structure and formation mechanisms in tantalum and niobium oxides in superconducting quantum circuits; Using advanced electron microscopy and thermodynamic modeling, this study reveals that the surface oxide on tantalum has fewer suboxides and a more abrupt transition to the base metal compared to niobium, potentially explaining its lower loss in superconducting quantum circuits."
2109,"Quantitative comparison of algorithms for tracking single fluorescent particles; This paper quantitatively compares four common algorithms for tracking single fluorescent particles in noisy images, finding that cross-correlation provides the best combination of accuracy and precision for a wide range of particle sizes."
2110,"Mechanics of actomyosin bonds in different nucleotide states are tuned to muscle contraction; Using a laser trap, this study shows that the actomyosin bond behaves as a ""catch"" bond, with increasing lifetimes under increasing loads, and surprisingly finds that the myosin-ADP bond is stronger under load than the rigor bond."
2111,"Smooth muscle and skeletal muscle myosins produce similar unitary forces and displacements in the laser trap; Using a laser trap and mean-variance analysis, this study found that single molecules of smooth and skeletal muscle myosin produce similar unitary forces and displacements, suggesting that differences in their force-generating capacity and velocity are due to cross-bridge kinetics rather than individual mechanical events."
2112,"Two heads of myosin are better than one for generating force and motion; Using an optical-trap transducer, this study found that double-headed smooth- and skeletal-muscle myosins produce approximately twice the unitary displacement and force of their single-headed counterparts, suggesting that both heads are required for maximal force and motion."
2113,"Teaching peer review and the process of scientific writing; This paper presents a detailed method for teaching undergraduate students the full scientific publishing process, including anonymous peer review and revision, through a term paper assignment in a cell and molecular biology course."
2114,"Impact of a curriculum and design course redesign on student’s engineering design process knowledge; This paper examines the impact of redesigning a first-year engineering curriculum by integrating a technical design course with a sociotechnical concepts course into a single sequence, aiming to improve students' understanding of the engineering design process."
2115,"System and method for disinfection of a plumbing system associated with liquid waste; This patent describes a thermal disinfection system for plumbing that uses a heating device in contact with a liquid-carrying conduit, covered by an insulating layer, to heat the conduit's lumen and prevent microbial growth."
2116,"Tailpiece Heating device for effective prevention of biofilm growth in sink plumbing; This study demonstrates that a novel electronic tailpiece heater, when set to 75°C, effectively prevents the upward growth of bacterial biofilm from a sink's p-trap, offering a promising approach to prevent the spread of resistant bacteria in hospitals."
2117,"From theory to practice: unraveling the impact of experiential learning in biomedical engineering education; This paper explores the impact of experiential learning in biomedical engineering education, arguing that hands-on, real-world experiences like clinical and research projects are crucial for developing problem-solving skills and understanding user needs."
