CourseID,Number,Name,Description
618,2760,Technology and Policy: Where Intent Meets Process,"STS 2760 Technology and Policy: Where Intent Meets Process  Student Evaluations In this course, we will explore four case studies illustrative of the potential disharmony between intent and process. In each case, the action is a public policy initiative with scientific or technological dimensions, where good intentions either led to unwelcome collateral consequences, or the process of implementation failed to fulfill the intent of the policy."
619,2830,Innovation and New Ventures,"STS 2830 Innovation and New Ventures  Student Evaluations An introduction to concepts innovators use to solve problems and create value by addressing unmet needs. Learn how to identify and evaluate opportunities and use proven entrepreneurial frameworks to create new products and businesses for companies of all sizes. Through class activities, projects, and presentations you will learn how storytelling, teamwork, and leadership skills are essential for starting, funding, and building your business."
620,2850,Government and Entrepreneurship,"STS 2850 Government and Entrepreneurship  Student Evaluations The course explores government contracting, how the government procures products and services, and opportunities created through government regulation. Pre-requisite: STS 1500 or ENGR 1020 or ENGR 2595-Engineering Foundations II."
621,3570,Special Topics in Engineering Business,STS 3570 Special Topics in Engineering Business  Student Evaluations This course will cover various topics in engineering business.
622,4810,New Product Development,"STS 4810 New Product Development  Student Evaluations This course will help students understand the fundamentals of product management and how it applies to the product development lifecycle. Students will analyze cases covering different phases of the product development lifecycle, build technical and professional skills, and practice soft skills which are essential for success in the world of product."
623,1500,"Science, Technology, and Contemporary Issues","STS 1500 Science, Technology, and Contemporary Issues  Student Evaluations This course introduces students to contemporary issues involving science, technology, and engineering as well as the core ideas of STS. Emphasis is on three ideas: a) engineering is a social endeavor; b) technology shapes and is shaped by society; and c) technologies are sociotechnical systems. The course also teaches writing and public speaking, skills needed in engineering."
624,1800,Business Fundamentals,"STS 1800 Business Fundamentals  Student Evaluations This course introduces students to key business topics relevant to high technology companies. Students will learn how to understand and interpret financial statements and frame financial decisions, including building a business case. The course will explore typical organizational structures and the roles of business functions. Students will be introduced to business models and other concepts in marketing and business strategy."
625,2730,Engineers & the Art of the Deal,STS 2730 Engineers & the Art of the Deal  Student Evaluations This course will not only teach the key components of doing a transaction but also the skills necessary to negotiate effectively. The class will be interactive . Various case studies involving technology transactions will be analyzed and discussed. A reasonable amount of assigned reading and project work will be required.
626,2840,Entrepreneurial Finance,"STS 2840 Entrepreneurial Finance  Student Evaluations Entrepreneurial Finance will introduce finance concepts for those interested in small biz startups. Through readings, cases and guest speakers, we will review several industries, from low tech to small business manufacturing to high tech. We will explore different ways small businesses are financed and the theory and practice behind those decisions. Class participation and a entrepreneurial project will be an important part of the class."
627,3210,The Global Context of Clean Energy Materials,"STS 3210 The Global Context of Clean Energy Materials  Student Evaluations Clean energy (CE) systems require far more minerals than their fossil fuel-based counterparts, minerals sourced, refined, and disposed of globally. The course examines which minerals are needed for the CE transition and why. It considers social, economic, and environmental sustainability challenges from use of these materials and highlights the sociotechnical reality of sustainability, i.e., Success depends upon social and technical advance. 3rd year standing or instructor permission"
628,1501,Special Topics in Engineering & Society,STS 1501 Special Topics in Engineering & Society  Student Evaluations Student led special topic courses which vary by semester.
629,2830,Startup Operations for Entrepreneurs,"STS 2830 Innovation and New Ventures  Student Evaluations An introduction to concepts innovators use to solve problems and create value by addressing unmet needs. Learn how to identify and evaluate opportunities and use proven entrepreneurial frameworks to create new products and businesses for companies of all sizes. Through class activities, projects, and presentations you will learn how storytelling, teamwork, and leadership skills are essential for starting, funding, and building your business."
630,6592,Special Topics in Engineering and Sociotechnical Systems,"STS 6592 Special Topics in Engineering and Sociotechnical Systems  Student Evaluations The purpose of these courses is to address and discuss the sociotechnical systems of engineering, and how engineering impacts diversity, equity, and inclusion."
631,3500,Advanced Topics in Technology and Society,"STS 3500 Advanced Topics in Technology and Society  Student Evaluations Specific topics vary. Advanced level examination of the relationships among science, technology and society."
632,5500,Topics in Technology and Society,STS 5500 Topics in Technology and Society  Student Evaluations A first-level graduate/advanced undergraduate course relates technology or engineering to the broader culture. The specific subject will differ from time to time.
633,1800,Business Fundamentals for Engineers,"STS 1800 Business Fundamentals  Student Evaluations This course introduces students to key business topics relevant to high technology companies. Students will learn how to understand and interpret financial statements and frame financial decisions, including building a business case. The course will explore typical organizational structures and the roles of business functions. Students will be introduced to business models and other concepts in marketing and business strategy."
634,2070,Utopias and the Technological Society,"STS 2070 Technology and Disability  Student Evaluations From Wheelchairs, to Prozac, to Closed Captions, to depictions in Media, disabled people interface with technology in many ways. These ways are not always beneficial to disabled people, and they are often left out of the conversations about how to design, build and implement these technologies. In this course, students will investigate these relationships, learning from disabled people themselves about their experiences with technology."
635,3046,Sustainability and Human Needs,"STS 3046 Sustainability Models and Human Needs  Student Evaluations What is a globally sustainable standard of living? How should governments balance the desire to create national income and provide for the human needs of their citizens, against the desire to conserve natural resources and the environment for future generations? This course takes a systematic approach to answering these questions by evaluating sustainability in the context of human needs."
636,5993,Independent Study: Technology and Society,STS 5993 Independent Study: Technology and Society  Student Evaluations Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
637,2740,Earth Systems Technology and Management,"STS 2740 Earth Systems Technology and Management  Student Evaluations Introduces students to earth systems technology and management, and related concepts such as industrial ecology (the objective, multidisciplinary study of industrial and economic systems and their linkages with fundamental natural systems).  The requirements of this course include regular and prepared participation in class and discussions, two semester projects, homework as assigned, and substantial reading and analysis of case studies and articles.  Additionally, students will become familiar with design methodologies, and apply those methodologies to case studies as part of a class project.  Prerequisite: STS 1500 or equivalent."
638,1800,Business Fundamentals,"EBUS 1800 Business Fundamentals  Student Evaluations This course introduces students to key business topics relevant to high technology companies. Students will learn how to understand and interpret financial statements and frame financial decisions, including building a business case. The course will explore typical organizational structures and the roles of business functions. Students will be introduced to business models and other concepts in marketing and business strategy."
639,2830,Innovation and New Ventures,"EBUS 2830 Innovation and New Ventures  Student Evaluations An introduction to concepts innovators use to solve problems and create value by addressing unmet needs. Learn how to identify and evaluate opportunities and use proven entrepreneurial frameworks to create new products and businesses for companies of all sizes. Through class activities, projects, and presentations you will learn how storytelling, teamwork, and leadership skills are essential for starting, funding, and building your business. Prerequisite: EBUS 1800"
640,4810,New Product Development,"EBUS 4810 New Product Development  Student Evaluations Students will learn the fundamentals of product management. Topics include identifying unmet needs, understanding markets, implementing product development frameworks and processes, building businesses, and working with multi-functional teams. The application of these concepts to different phases of the product lifecycle will be explored. Students will build technical, professional, and soft skills necessary for success in product management. Prerequisite: EBUS 1800 and enrolled in the Engineering Business Minor or Entrepreneurship Minor - Tech Concentration and 3rd or 4th year standing"
641,2001,Case Studies in Systems Engineering Concepts,"SYS 2001 Case Studies in Systems Engineering Concepts  Student Evaluations Major dimensions of systems engineering will be covered and demonstrated through case studies: (1) The history, philosophy, art, and science upon which systems engineering is grounded; including system thinking and guiding principles and steps in the `systems engineering approach¿ to problem solving; and (2) The basic tools of systems engineering analysis, including; goal definition and system representation, requirements analysis, system assessment and evaluation, mathematical modeling, and decision analysis."
642,3021,Deterministic Decision Models,"SYS 3021 Deterministic Decision Models  Student Evaluations Introduction to deterministic optimization models: theory, algorithms, and applications. Coverage begins with highly structured network optimization models and ends with unstructured linear optimization models. Applications include (1) telecommunications network planning and design, (2) design and utilization of transportation and distribution networks, and (3) project management and scheduling. Corequisite: SYS 2001 and APMA 3080."
643,3023,Human Machine Interface,"SYS 3023 Human Machine Interface  Student Evaluations An introduction to the fundamentals for the analysis, design and evaluation of human-centered systems. For example, user interaction can be designed to leverage the strengths of people in controlling automation and analyzing data. Course topics include Task, User and Work Domain Analysis, User Interface Design Principles, Human Cognition and Information Processing (Top-Down Design), Human Perception (Bottom-Up Design), and Usability Testing. Corequisite: SYS 2001."
644,3055,Systems Engineering Design Colloquium I,"SYS 3055 Systems Engineering Design Colloquium I  Student Evaluations Focuses on the practice of systems engineering directly from current systems engineers. A variety of topics are covered by invited speakers from industry, government, and the academy. Discussions include engineering design projects, alternative career paths, graduate studies, professional development, and more immediate options with opportunities for summer internships and capstone projects. Prereq: 3rd Year standing in systems engineering."
645,3501,Special Topics in Systems and Information Engineering,SYS 3501 Special Topics in Systems and Information Engineering  Student Evaluations A third-year level undergraduate course focused on a topic not normally covered in the course offerings. The topic usually reflects new developments in the systems and information engineering field. Offering is based on student and faculty interests. Prerequisites: Instructor Permission
646,4021,Linear Statistical Models,"SYS 4021 Linear Statistical Models  Student Evaluations This course shows how to use linear statistical models for analysis in engineering and science. The course emphasizes the use of regression models for description, prediction, and control in a variety of applications. Building on multiple regression, the course also covers principal component analysis, analysis of variance and covariance, logistic regression, time series methods, and clustering. Pre-requisites: CS 2100 or SYS 3501 - Programming for Information Engineering, APMA 3100, and APMA 3120 or equivalent."
647,4044,Economics of Engineering Systems,"SYS 4044 Economics of Engineering Systems  Student Evaluations ""This course is an introduction to the theory of the industrial organization (from a game-theoretic perspective) and its applications to industries with strong engineering content (electricity, telecommunications, software & hardware etc.) Topics include: congestion pricing in networks, pricing and efficiency in electricity markets, planned obsolescence in software development, """"network"""" effects and the dynamics of technology adoption etc. Prerequisites: ECON 2010 and a course in probability (either APMA 3100, APMA 3110, or Math 3100)."""
648,4050,Risk Analysis,"SYS 4050 Risk Analysis  Student Evaluations This course is an introduction to the theory, methods, and applications of risk analysis and systems engineering. The topics include research and development priorities, risk-cost-benefit analysis, emergency management, human health and safety, environmental risk, extreme events, infrastructure resilience, system interdependencies, and enterprise systems. Corequisites: a course in probability (APMA 3100 or APMA 3110 or Math 3100)."
649,4053,Systems Capstone Design I,"SYS 4053 Systems Capstone Design I  Student Evaluations A design project extending throughout the fall and spring semesters. Involves the study of a real-world, open-ended situation, including problem formulation, data collection, analysis and interpretation, model building and analysis, and generation of solutions. Students work on the same project with the same team in SYS 4053 and 4054 in subsequent semesters.  Pre-requisites: SYS 2001 and SYS 2202 and FOUR of the following (SYS 3021 or SYS 3023 or SYS 3034 or SYS 3060 or  SYS 3062)"
650,4054,Systems Capstone Design II,"SYS 4054 Systems Capstone Design II  Student Evaluations A design project extending throughout the fall and spring semesters. Involves the study of a real-world, open-ended situation, including problem formulation, data collection, analysis and interpretation, model building and analysis, and generation of solutions. Students work on the same project with the same team in SYS 4053 and 4054 in subsequent semesters.  Pre-requisite:  SYS 4053"
651,4055,Systems Engineering Design Colloquium II,"SYS 4055 Systems Engineering Design Colloquium II  Student Evaluations This is a colloquium that allows fourth-year students to learn about engineering design, innovation, teamwork, technical communication, and project management in the context of their two-semester systems capstone design project. Prerequisite: must have successfully completed 6 or more courses in the standard SYS curriculum (SYS 2001, SYS 2202, and 4 of the following: SYS 3021, SYS 3023, SYS 3034, SYS 3060, and SYS 3062)"
652,4581,Selected Topics in Systems Engineering,SYS 4581 Selected Topics in Systems Engineering  Student Evaluations Detailed study of a selected topic determined by the current interest of faculty and students. Offered as required. Prerequisite: As specified for each offering.
653,4582,Selected Topics in Systems Engineering,SYS 4582 Selected Topics in Systems Engineering  Student Evaluations Detailed study of a selected topic determined by the current interest of faculty and students. Prerequisite: As specified for each offering.
654,4995,Supervised Projects in Systems Engineering,SYS 4995 Supervised Projects in Systems Engineering  Student Evaluations Independent study or project research under the guidance of a faculty member. Offered as required. Prerequisite: As specified for each offering.
655,5581,Selected Topics in Systems Engineering,"SYS 5581 Selected Topics in Systems Engineering  Student Evaluations Detailed study of a selected topic, determined by the current interest of faculty and students. Offered as required."
656,6001,Introduction to Systems Analysis & Design,"SYS 6001 Introduction to Systems Analysis & Design  Student Evaluations An integrated introduction to systems methodology, design, and management. An overview of systems engineering as a professional and intellectual discipline, and its relation to other disciplines, such as operations research, management science, and economics. An introduction to selected techniques in systems and decision sciences, including mathematical modeling, decision analysis, risk analysis, and simulation modeling. Elements of systems management, including decision styles, human information processing, organizational decision processes, and information system design for planning and decision support. Emphasizes relating theory to practice via written analyses and oral presentations of individual and group case studies. Prerequisite: Admission to the graduate program."
657,6003,Optimization Models and Methods I,"SYS 6003 Optimization Models and Methods I  Student Evaluations This course is an introduction to theory and application of mathematical optimization. The goal of this course is to endow the student with a) a solid understanding of the subject's theoretical foundation and b) the ability to apply mathematical programming techniques in the context of diverse engineering problems. Topics to be covered include a review of convex analysis (separation and support of sets, application to linear programming), convex programming (characterization of optimality, generalizations), Karush-Kuhn-Tucker conditions, constraint qualification and Lagrangian duality. The course closes with a brief introduction to dynamic optimization in discrete time. Prerequisite: Two years of college mathematics, including linear algebra, and the ability to write computer programs."
658,6021,Statistical Modeling I,"SYS 6021 Statistical Modeling I  Student Evaluations This course shows how to use linear statistical models for analysis in engineering and science. The course emphasizes the use of regression models for description, prediction, and control in a variety of applications. Building on multiple regression, the course also covers principal component analysis, analysis of variance and covariance, logistic regression, time series methods, and clustering. Course lectures concentrate on theory and practice."
659,6044,Engineering Economic Systems,"SYS 6044 Engineering Economic Systems  Student Evaluations This course is an introduction to the theory of the industrial organization (from a game-theoretic perspective) and its applications to industries with strong engineering content (electricity, telecommunications, software and hardware, etc.). Topics include: congestion pricing in networks, pricing and efficiency in electricity markets, planned obsolescence in software development, ""networks"" effects and the dynamics of technology adoption. Prerequisite: ECON 2010, APMA 3100 or 3110."
660,6050,Risk Analysis,"SYS 6050 Risk Analysis  Student Evaluations A study of technological systems, where decisions are made under conditions of risk and uncertainty. Topics include conceptualization (the nature, perception, and epistemology of risk, and the process of risk assessment and management) systems engineering tools for risk analysis (basic concepts in probability and decision analysis, event trees, decision trees, and multiobjective analysis), and methodologies for risk analysis. Prerequisite: APMA 3100, SYS 3021, or equivalent."
661,6060,Autonomous Mobile Robots,"SYS 6060 Autonomous Mobile Robots  Student Evaluations This course will teach students the required skills, concepts, and algorithms to develop mobile robots that act autonomously in complex environments. The main emphasis is on mobile robot locomotion and kinematics, control, sensing, localization, mapping, path planning, and motion planning. Besides theory, students are exposed to simulation environments and lab exercises with real robotic systems."
662,6064,Applied Human Factors Engineering,"SYS 6064 Applied Human Factors Engineering  Student Evaluations This topic covers principles of human factors engineering, understanding and designing systems that take into account human capabilities and limitations from cognitive, physical, and social perspectives. Models of human performance and human-machine interaction are covered as well as methods of design and evaluation. Prerequisite: Basic statistics knowledge (ANOVA, linear regression)"
663,6097,Graduate Teaching Instruction,SYS 6097 Graduate Teaching Instruction  Student Evaluations For master's students.
664,6555,Special Topics in Distance Learning,SYS 6555 Special Topics in Distance Learning  Student Evaluations Special Topics in Distance Learning
665,6581,Selected Topics in Systems Engineering,"SYS 6581 Selected Topics in Systems Engineering  Student Evaluations Detailed study of a selected topic, determined by the current interest of faculty and students. Offered as required."
666,6582,Selected Topics in Systems Engineering,"SYS 6582 Selected Topics in Systems Engineering  Student Evaluations Detailed study of a selected topic, determined by the current interest of faculty and students. Offered as required."
667,6780,Cyber-Physical Systems Technology and Ethics,"SYS 6780 Cyber-Physical Systems Technology and Ethics  Student Evaluations This course is designed to develop cross-competency in the technical, analytical, and professional capabilities necessary for the emerging field of Cyber-Physical Systems (CPS). It provides convergence learning activities based around the applications, technologies, and system designs of CPS as well as exploring the ethical, social, and policy dimensions of CPS work. The course also emphasizes the importance of communication as a necessary skill."
668,6993,Independent Study,SYS 6993 Independent Study  Student Evaluations Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
669,6995,Supervised Project Research,SYS 6995 Supervised Project Research  Student Evaluations Formal record of student commitment to project research under the guidance of a faculty advisor. Registration may be repeated as necessary.
670,7075,Bayesian Forecast-Decision Theory,"SYS 7075 Bayesian Forecast-Decision Theory  Student Evaluations Bayesian theory of forecasting and decision making; judgmental procedures and statistical models for probabilistic forecasting, post-processors of deterministic forecasts; sufficient comparisons of forecasters, verification of forecasts, combining forecasts; optimal decision models using probabilistic forecasts including static decision models, sequential decision models, stopping-control models; economic value of forecasts. Prerequisite: SYS 6005 or STAT 6190."
671,7096,Systems Engineering Colloquium,SYS 7096 Systems Engineering Colloquium  Student Evaluations Weekly meeting of graduate students and faculty for presentation and discussion of contemporary systems engineering problems and research. This seminar is offered every spring and fall semesters.
672,8995,Supervised Project Research,SYS 8995 Supervised Project Research  Student Evaluations Formal record of student commitment to project research for Master of Engineering degree under the guidance of a faculty advisor. Registration may be repeated as necessary.
673,8999,"Non-Topical Research, Masters","SYS 8999 Non-Topical Research, Masters  Student Evaluations Formal record of student commitment to master's research under the guidance of a faculty advisor. Registration may be repeated as necessary."
674,9997,Graduate Teaching Instruction,SYS 9997 Graduate Teaching Instruction  Student Evaluations For doctoral students.
675,9999,Dissertation,SYS 9999 Dissertation  Student Evaluations For doctoral students.
676,6041,Ethics in Engineering Research & Practice (EERP),"SYS 6041 Ethics in Engineering Research & Practice (EERP)  Student Evaluations The goals of this course are to educate graduate students in SEAS in the ethical conduct of research & publication, and to facilitate the thoughtful integration of ethics into their engineering research & practice. This is done by i) engaging students in deliberative readings, discussion, & writing about EERP, and ii) using cases to consider the ethical dimensions of engineering and resources to support the engineer facing ethical dilemmas."
677,6043,Applied Optimization,"SYS 6043 Applied Optimization  Student Evaluations Presents the foundations of mathematical modeling and optimization, with emphasis on problem formulation and solution techniques. Includes applications of linear programs, nonlinear programs, and combinatorial models, as well as a practical introduction to algorithms for solving these types of problems. Topics are illustrated through classic problems such as service planning, operations management, manufacturing, transportation, and network flows. Prerequisites: Two years of college mathematics, including linear algebra, or instructor permission Note: This course cannot be applied toward completing the requirements for an M.S. or Ph.D. in Systems Engineering"
678,6045,Applied Probabilistic Models,"SYS 6045 Applied Probabilistic Models  Student Evaluations The goal of this course is to develop an operational understanding of the basic tools of probabilistic modeling, including (i) a review of undergraduate probability, (ii) introduction to Bernoulli and Poisson processes with applications, (iii) Markov chains and applications, and (iv) limit theorems. Homework and exams will emphasize the use of basic concepts of probability theory in applications."
679,7993,Independent Study,SYS 7993 Independent Study  Student Evaluations Detailed study of graduate course material on an independent basis under the guidance of a faculty member.
680,2850,Government and Entrepreneurship,"EBUS 2850 Government and Entrepreneurship  Student Evaluations The course explores government contracting, how the government procures products and services, and opportunities created through government regulation. Pre-requisite: STS 1500 or ENGR 1020 or ENGR 2595-Engineering Foundations II."
681,4580,Special Topics for Engineering Entrepreneurship,EBUS 4580 Special Topics for Engineering Entrepreneurship  Student Evaluations This course will cover various topics in engineering entrepreneurship.
682,2202,Data and Information Engineering,"SYS 2202 Data and Information Engineering  Student Evaluations This course provides students with the background necessary to model, store, manipulate, and exchange information to support decision making. It covers Unified Modeling Language (UML), SQL, and XML; the development of semantic models for describing data and their relationships; effective use of SQL; web-based technologies for disseminating information; and application of these technologies through web-enabled database systems. Corequisite: CS 2100 or SYS 3501."
683,2620,Engineered Systems Public Policy,"SYS 2620 Engineered Systems Public Policy  Student Evaluations This course examines the lifecycle of engineered systems (ES) and the public policies developed to regulate them. It covers risks, costs, benefits, and equity as common evaluation criteria for ES and their regulatory policies. It uses case studies and basic tools of decision analysis to critically evaluate the tradeoffs involved in developing and regulating ES through public policy. Pre-reqs: (STS 1500 or ENGR 1020 or ENGR 2595 - Engineering Foundations II) and (APMA 1110 or MATH 1320), and (CHEM 1410 or CHEM 1810), and (PHYS 1425 or PHYS 1420 or PHYS 1710)."
684,3034,System Evaluation,"SYS 3034 System Evaluation  Student Evaluations Focuses on the evaluation of candidate system designs and design performance measures. Includes identification of system goals; requirements and performance measures; design of experiments for performance evaluation; techniques of decision analysis for trade-studies; presentation of system evaluation and analysis results. Illustrates the concepts and processes of systems evaluations using case studies. Pre-reqs: APMA 3120, SYS 2001, & SYS 3021."
685,3060,Stochastic Decision Models,"SYS 3060 Stochastic Decision Models  Student Evaluations This is an introductory course on modeling probabilistic systems. The emphasis will be on model formulation and probabilistic analysis. Topics to be covered include general stochastic processes, discrete and continuous time Markov chains, the Poisson Process, Non-Stationary Poisson Processes, Markov Decision Processes, Queueing Theory, and other selected topics. Prerequisite: APMA 3100 or MATH 3100."
686,3062,Discrete Event Simulation,"SYS 3062 Discrete Event Simulation  Student Evaluations A first course in the theory & practice of discrete-event simulation. Monte Carlo methods, generating random numbers & variates, spreadsheet add-ins & applications, sampling distributions & confidence intervals, input analysis & distribution fitting. Discrete-event dynamic systems, modeling, simulation logic & data structures, output analysis, model verification & validation, comparing alternative systems, simulation optimization, case studies. Prerequisite: CS 2100, APMA 3100, and APMA 3120"
687,6002,Systems Integration,"SYS 6002 Systems Integration  Student Evaluations Provides an introduction to the problems encountered when integrating large systems, and also presents a selection of specific technologies and methodologies used to address these problems. Includes actual case-studies to demonstrate systems integration problems and solutions. A term project is used to provide students with the opportunity to apply techniques for dealing with systems integration. Prerequisite: SYS 6001 or instructor permission."
688,6007,Human Factors I,"SYS 6007 Human Factors I  Student Evaluations An introduction to the analysis, design and evaluation of human-centered systems. User interaction can be designed to leverage the strengths of people in controlling automation and analyzing data. Topics include Task, User and Work Domain Analysis, User Interface Design Principles, Human Cognition and Information Processing, Human Perception, and Usability Testing. Graduate version includes separate project review sessions."
689,6018,Data Mining,"SYS 6018 Data Mining  Student Evaluations Data mining describes approaches to turning data into information. Rather than the more typical deductive strategy of building models using known principles, data mining uses inductive approaches to discover the appropriate models. These models describe a relationship between a system's response and a set of factors or predictor variables. Data mining in this context provides a formal basis for machine learning and knowledge discovery. This course investigates the construction of empirical models from data mining for systems with both discrete and continuous valued responses. It covers both estimation and classification, and explores both practical and theoretical aspects of data mining. Prerequisite: SYS 6021, SYS 4021, or STAT 5120."
690,6034,Discrete-Event Stochastic Simulation,"SYS 6034 Discrete-Event Stochastic Simulation  Student Evaluations A first graduate course covering the theory and practice of discrete-event stochastic simulation. Coverage includes Monte Carlo methods and spreadsheet applications, generating random numbers and variates, specifying input probability distributions, discrete-event simulation logic and computational issues, review of basic queueing theory, analysis of correlated output sequences, model verification and validation, experiment design and comparison of simulated systems, and simulation optimization. Emphasis includes state-of-the-art simulation programming languages with animation on personal computers. Applications address operations in manufacturing, distribution, transportation, communication, computer, health care, and service systems. Prerequisite: SYS 6005 or equivalent background in probability, statistics, and stochastic processes."
691,6465,Human-Robot Interaction,"SYS 6465 Human-Robot Interaction  Student Evaluations Interactions between robots and humans are influenced by form, function and expectations. Quantitative techniques evaluate performance of specific tasks and functions. Qualitative techniques are used to evaluate the interaction and to understand expectations and perceptions of the human side of the interaction. Students use humanoid robots to develop and evaluate interactions within a specific application context."
692,6763,"Cyber-Physical Systems: Formal Methods, Safety and Security","SYS 6763 Cyber-Physical Systems: Formal Methods, Safety and Security  Student Evaluations Cyber-physical systems (CPS) are smart systems that include co-engineered interacting networks of physical and computational components. This course will teach students the required skills to analyze the CPS that are all around us, so that when they contribute to the design of CPS, they are able to understand important safety and security aspects and feel confident designing and analyzing CPS systems."
693,7582,Advanced Topics in Systems Engineering,SYS 7582 Advanced Topics in Systems Engineering  Student Evaluations Detailed study of an advanced or exploratory topic determined by faculty and student interest. Offered as required.
694,2730,Engineers & the Art of the Deal,"EBUS 2730 Deals & Negotiations for Engineers  Student Evaluations The course will not only teach the components of doing a transaction but also the skills necessary to negotiate effectively and work with legal partners. Agreement types important to the technology sector will be explored. Students will learn from readings, case studies, projects, and in-class discussions."
695,2890,Driving Business Growth Through Innovation: Past to Present,"EBUS 2890 Driving Business Growth Through Innovation  Student Evaluations This course explores how technological innovations, entrepreneurs, and venture investment has shaped business cycles, impacted society, and built industry-leading companies. Students will learn from readings, case studies, guest speakers, and class discussions. In addition to lessons from the past, students will study and apply those learnings to today's significant trends, innovations, and companies."
696,6005,Stochastic Modeling I,"SYS 6005 Stochastic Modeling I  Student Evaluations Covers basic stochastic processes with emphasis on model building and probabilistic reasoning. The approach is non-measure theoretic but otherwise rigorous. Topics include a review of elementary probability theory with particular attention to conditional expectations; Markov chains; optimal stopping; renewal theory and the Poisson process; martingales. Applications are considered in reliability theory, inventory theory, and queuing systems. Prerequisite: APMA 3100, 3120, or equivalent background in applied probability and statistics."
697,6012,Dynamic Systems,"SYS 6012 Dynamic Systems  Student Evaluations Introduces modeling, analysis, and control of dynamic systems, using ordinary differential and difference equations. Emphasizes the properties of mathematical representations of systems, the methods used to analyze mathematical models, and the translation of concrete situations into appropriate mathematical forms. Primary coverage includes ordinary linear differential and difference equation models, transform methods and concepts from classical control theory, state-variable methods and concepts from modern control theory, and continuous system simulation. Applications are drawn from social, economic, managerial, and physical systems. Cross-listed as MAE 6620. Prerequisite: APMA 2130 or equivalent."
698,4053,Systems Design I,"SYS 4053 Systems Capstone Design I  Student Evaluations A design project extending throughout the fall and spring semesters. Involves the study of a real-world, open-ended situation, including problem formulation, data collection, analysis and interpretation, model building and analysis, and generation of solutions. Students work on the same project with the same team in SYS 4053 and 4054 in subsequent semesters.  Pre-requisites: SYS 2001 and SYS 2202 and FOUR of the following (SYS 3021 or SYS 3023 or SYS 3034 or SYS 3060 or  SYS 3062)"
699,4054,Systems Design II,"SYS 4054 Systems Capstone Design II  Student Evaluations A design project extending throughout the fall and spring semesters. Involves the study of a real-world, open-ended situation, including problem formulation, data collection, analysis and interpretation, model building and analysis, and generation of solutions. Students work on the same project with the same team in SYS 4053 and 4054 in subsequent semesters.  Pre-requisite:  SYS 4053"
700,2001,Systems Engineering Concepts,"SYS 2001 Case Studies in Systems Engineering Concepts  Student Evaluations Major dimensions of systems engineering will be covered and demonstrated through case studies: (1) The history, philosophy, art, and science upon which systems engineering is grounded; including system thinking and guiding principles and steps in the `systems engineering approach¿ to problem solving; and (2) The basic tools of systems engineering analysis, including; goal definition and system representation, requirements analysis, system assessment and evaluation, mathematical modeling, and decision analysis."
701,3502,Special Topics in Systems and Information Engineering,SYS 3502 Special Topics in Systems and Information Engineering  Student Evaluations A third-year level undergraduate course focused on a topic not normally covered in the course offerings. The topic usually reflects new developments in the systems and information engineering field. Offering is based on student and faculty interests. Prerequisites: Instructor Permission
702,4024,User Experience Design,"SYS 4024 User Experience Design  Student Evaluations A case-based approach to the design of user interfaces with a focus on iterative project experiences. Display design concepts are related to ecological factors, situational awareness, attention, vision, and information processing. Project cases are tied to real-world problems of decision support on mobile platforms, large scale command and control, and data visualization, among others. Prerequisites: SYS 3023 or CS 3205."
703,6024,User Experience Design,"SYS 6024 User Experience Design  Student Evaluations A case-based approach to the design of user interfaces with a focus on iterative project experiences. Display design concepts are related to ecological factors, situational awareness, attention, vision, and information processing. Project cases are tied to real-world problems of decision support on mobile platforms, large scale command and control, and data visualization, among others. Graduate version includes 4-5 advanced discussion sessions."
704,2055,Technology Leaders Colloquium,"SYS 2055 Technology Leaders Colloquium  Student Evaluations Students learn about systems integration, technical leadership, innovation, professional development, interdisciplinary teamwork, and the engineering field through a variety of experiences including industry speakers, field trips, student presentations, in-class activities, and projects."
705,2502,Special Topics in Systems and Information Engineering,SYS 2502 Special Topics in Systems and Information Engineering  Student Evaluations A second-year level undergraduate course focused on a topic not normally covered in the course offerings. The topic usually reflects new developments in the systems and information engineering field. Offering is based on student and faculty interests. Prerequisites: Instructor Permission
706,6042,Network and Combinatorial Optimization,"SYS 6042 Network and Combinatorial Optimization  Student Evaluations This course provides an introduction to network and combinatorial optimization at the level of a second graduate course in optimization. Designed to complement SYS 6003, but the course is not a pre-requisite. Solid background in linear algebra and some mathematical maturity."
707,7002,Case Studies in Systems Engineering,"SYS 7002 Case Studies in Systems Engineering  Student Evaluations Under faculty guidance, students apply the principles of systems methodology, design, and management along with the techniques of systems and decision sciences to systems analysis and design cases. The primary goal is the integration of numerous concepts from systems engineering using real-world cases. Focuses on presenting, defending, and discussing systems engineering projects in a typical professional context. Cases, extracted from actual government, industry, and business problems, span a broad range of applicable technologies and involve the formulation of the issues, modeling of decision problems, analysis of the impact of proposed alternatives, and interpretation of these impacts in terms of the client value system. Prerequisite: SYS 6001, 6003, and 6005."
708,3046,Sustainability and Human Needs,"SYS 3046 Sustainability Models and Human Needs  Student Evaluations What is a globally sustainable standard of living? How should governments balance the desire to create national income and provide for the human needs of their citizens, against the desire to conserve natural resources and the environment for future generations? This course takes a systematic approach to answering these questions by evaluating sustainability in the context of human needs."
